stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 26.94 33.68 0.00 0.00 646.58 0.00 0.00
S0 f 26.94 33.68 0.00 0.00 646.58 0.00 0.12
S1 f 49.17 35.02 0.00 0.00 646.58 0.00 0.12
S2 f 60.62 37.04 0.00 0.00 646.58 0.00 0.12
S3 f 37.04 53.21 0.00 0.00 646.58 0.00 0.12
S4 f 46.47 59.94 0.00 0.00 646.58 0.00 0.12
S5 f 21.55 53.88 0.00 0.00 646.58 0.00 0.12
S6 f 26.27 64.66 0.00 0.00 646.58 0.00 0.12
S7 f 15.49 53.88 0.00 0.00 646.58 0.00 0.12
S8 f 2.69 55.90 0.00 0.00 646.58 0.00 0.12
S9 f 12.12 39.06 0.00 0.00 646.58 0.00 0.12
S10 f 0.67 37.72 0.00 0.00 646.58 0.00 0.12
S11 f 8.76 20.88 0.00 0.00 646.58 0.00 0.12
S12 f -3.37 25.59 0.00 0.00 646.58 0.00 0.12
S13 f 17.51 24.92 0.00 0.00 646.58 0.00 0.12
S14 f 18.86 8.76 0.00 0.00 646.58 0.00 0.12
S15 f 26.27 20.88 0.00 0.00 646.58 0.00 0.12
S16 f 32.33 7.41 0.00 0.00 646.58 0.00 0.12
S17 f 39.74 11.45 0.00 0.00 646.58 0.00 0.12
S18 f 49.17 15.49 0.00 0.00 646.58 0.00 0.12
S19 f 49.84 21.55 0.00 0.00 646.58 0.00 0.12
S20 f 60.62 29.63 0.00 0.00 646.58 0.00 0.12
C1 c 16.84 57.25 20.00 104.39 380.54 6.74 0.00
C2 c 14.82 50.51 30.00 20.87 370.44 6.74 0.00
C3 c 14.82 57.25 10.00 57.92 478.20 6.74 0.00
C4 c 13.47 53.88 40.00 347.53 614.92 6.74 0.00
C5 c 13.47 57.25 20.00 247.17 612.23 6.74 0.00
C6 c 12.12 50.51 20.00 36.36 391.99 6.74 0.00
C7 c 10.10 50.51 20.00 24.24 292.98 6.74 0.00
C8 c 10.10 53.88 10.00 175.78 497.73 6.74 0.00
C9 c 6.74 23.57 20.00 273.44 616.94 6.74 0.00
C10 c 6.74 26.94 30.00 163.66 464.05 6.74 0.00
C11 c 5.39 26.94 40.00 151.54 469.44 6.74 0.00
C12 c 5.39 30.31 20.00 343.49 617.62 6.74 0.00
C13 c 3.37 23.57 10.00 26.26 344.17 6.74 0.00
C14 c 3.37 30.31 10.00 24.24 353.60 6.74 0.00
C15 c 1.35 26.94 20.00 321.93 612.90 6.74 0.00
C16 c 0.00 26.94 20.00 28.28 365.72 6.74 0.00
C17 c 0.00 30.31 20.00 27.61 325.31 6.74 0.00
C18 c 29.63 3.37 20.00 303.08 608.86 6.74 0.00
C19 c 28.29 6.74 40.00 27.61 356.29 6.74 0.00
C20 c 28.29 10.10 10.00 39.73 321.27 6.74 0.00
C21 c 26.94 3.37 10.00 218.21 565.76 6.74 0.00
C22 c 26.94 10.10 40.00 297.69 616.27 6.74 0.00
C23 c 25.59 3.37 30.00 30.98 417.58 6.74 0.00
C24 c 25.59 10.10 10.00 24.24 330.03 6.74 0.00
C25 c 23.57 3.37 20.00 30.98 340.13 6.74 0.00
C26 c 63.98 20.21 30.00 284.22 600.10 6.74 0.00
C27 c 63.98 23.57 20.00 215.52 600.78 6.74 0.00
C28 c 61.96 20.21 10.00 37.71 375.15 6.74 0.00
C29 c 60.62 23.57 10.00 224.27 531.41 6.74 0.00
C30 c 59.27 20.21 10.00 169.05 472.14 6.74 0.00
C31 c 59.27 23.57 20.00 171.74 605.49 6.74 0.00
C32 c 58.60 20.21 10.00 35.02 351.58 6.74 0.00
C33 c 57.25 16.84 10.00 241.79 604.82 6.74 0.00
C34 c 57.25 23.57 30.00 32.32 359.66 6.74 0.00
C35 c 45.13 57.25 20.00 235.72 609.53 6.74 0.00
C36 c 43.78 57.25 40.00 227.64 549.59 6.74 0.00
C37 c 43.78 55.23 10.00 27.61 413.54 6.74 0.00
C38 c 41.76 53.88 30.00 25.59 373.80 6.74 0.00
C39 c 40.41 53.88 10.00 254.58 614.92 6.74 0.00
C40 c 40.41 57.25 30.00 240.44 530.06 6.74 0.00
C41 c 39.06 50.51 20.00 49.16 377.85 6.74 0.00
C42 c 37.04 53.88 10.00 254.58 526.69 6.74 0.00
C43 c 37.04 57.25 20.00 26.26 410.85 6.74 0.00
C44 c 37.04 55.23 10.00 176.46 510.53 6.74 0.00
C45 c 13.47 55.23 10.00 225.62 614.25 6.74 0.00
C46 c 12.12 53.88 10.00 278.83 614.25 6.74 0.00
C47 c 1.35 30.31 10.00 42.43 387.27 6.74 0.00
C48 c 28.29 3.37 10.00 30.98 370.44 6.74 0.00
C49 c 28.29 8.08 10.00 26.26 346.86 6.74 0.00
C50 c 48.49 23.57 30.00 331.36 615.59 6.74 0.00
C51 c 37.04 13.47 19.00 200.70 529.39 6.74 0.00
C52 c 16.84 20.21 3.00 231.68 594.04 6.74 0.00
C53 c 13.47 33.68 5.00 57.24 383.23 6.74 0.00
C54 c 37.04 40.41 16.00 256.60 574.51 6.74 0.00
C55 c 20.21 40.41 16.00 252.56 629.74 6.74 0.00
C56 c 33.68 23.57 19.00 12.79 367.74 6.74 0.00
