stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 21.47 21.47 0.00 0.00 613.51 0.00 0.00
S0 f 21.47 21.47 0.00 0.00 613.51 0.00 0.10
S1 f 37.42 22.70 0.00 0.00 613.51 0.00 0.10
S2 f 45.40 23.93 0.00 0.00 613.51 0.00 0.10
S3 f 28.83 34.97 0.00 0.00 613.51 0.00 0.10
S4 f 34.97 39.88 0.00 0.00 613.51 0.00 0.10
S5 f 17.79 36.20 0.00 0.00 613.51 0.00 0.10
S6 f 20.86 43.56 0.00 0.00 613.51 0.00 0.10
S7 f 13.50 35.58 0.00 0.00 613.51 0.00 0.10
S8 f 4.29 37.42 0.00 0.00 613.51 0.00 0.10
S9 f 11.04 25.15 0.00 0.00 613.51 0.00 0.10
S10 f 3.07 23.93 0.00 0.00 613.51 0.00 0.10
S11 f 8.59 12.27 0.00 0.00 613.51 0.00 0.10
S12 f 0.00 15.95 0.00 0.00 613.51 0.00 0.10
S13 f 14.72 15.34 0.00 0.00 613.51 0.00 0.10
S14 f 15.95 3.68 0.00 0.00 613.51 0.00 0.10
S15 f 20.86 12.27 0.00 0.00 613.51 0.00 0.10
S16 f 25.15 3.07 0.00 0.00 613.51 0.00 0.10
S17 f 30.68 5.52 0.00 0.00 613.51 0.00 0.10
S18 f 37.42 8.59 0.00 0.00 613.51 0.00 0.10
S19 f 38.04 12.88 0.00 0.00 613.51 0.00 0.10
S20 f 45.40 18.41 0.00 0.00 613.51 0.00 0.10
C1 c 25.15 30.06 10.00 9.81 140.50 6.14 0.00
C2 c 21.47 10.43 7.00 11.04 295.10 6.14 0.00
C3 c 33.74 27.61 13.00 163.19 593.27 6.14 0.00
C4 c 33.74 12.27 19.00 430.06 541.73 6.14 0.00
C5 c 9.20 18.41 26.00 12.88 328.23 6.14 0.00
C6 c 15.34 18.41 3.00 239.88 535.60 6.14 0.00
C7 c 12.27 30.68 5.00 13.49 128.84 6.14 0.00
C8 c 6.14 26.38 9.00 16.56 242.34 6.14 0.00
C9 c 33.74 36.81 16.00 250.92 520.87 6.14 0.00
C10 c 18.41 36.81 16.00 300.00 482.83 6.14 0.00
C11 c 12.27 39.88 12.00 358.28 575.47 6.14 0.00
C12 c 30.68 21.47 19.00 471.78 598.17 6.14 0.00
C13 c 18.41 15.34 23.00 7.36 224.55 6.14 0.00
C14 c 9.20 6.14 20.00 25.76 267.49 6.14 0.00
C15 c 18.41 3.07 8.00 427.61 588.36 6.14 0.00
C16 c 6.14 12.27 19.00 236.19 495.10 6.14 0.00
C17 c 3.07 18.41 2.00 404.30 579.77 6.14 0.00
C18 c 12.27 24.54 12.00 184.66 377.31 6.14 0.00
C19 c 9.20 36.81 17.00 63.19 302.46 6.14 0.00
C20 c 27.61 39.88 9.00 373.62 514.74 6.14 0.00
C21 c 27.61 12.27 11.00 11.65 290.19 6.14 0.00
C22 c 27.61 6.14 18.00 372.39 590.81 6.14 0.00
C23 c 33.74 3.07 29.00 22.69 383.45 6.14 0.00
C24 c 39.88 21.47 3.00 396.32 588.97 6.14 0.00
C25 c 39.88 12.27 6.00 20.85 219.64 6.14 0.00
C26 c 27.61 18.41 17.00 11.65 225.16 6.14 0.00
C27 c 21.47 24.54 16.00 59.51 416.58 6.14 0.00
C28 c 25.15 22.70 16.00 131.90 390.81 6.14 0.00
C29 c 39.26 25.77 9.00 392.03 588.97 6.14 0.00
C30 c 24.54 36.81 21.00 258.89 445.41 6.14 0.00
C31 c 19.02 31.90 27.00 137.42 596.33 6.14 0.00
C32 c 21.47 42.33 23.00 191.41 406.15 6.14 0.00
C33 c 32.52 31.90 11.00 46.01 357.68 6.14 0.00
C34 c 39.88 33.74 14.00 22.69 260.13 6.14 0.00
C35 c 38.65 39.88 8.00 247.85 581.61 6.14 0.00
C36 c 1.23 36.81 5.00 353.99 581.61 6.14 0.00
C37 c 12.27 12.27 8.00 181.59 541.12 6.14 0.00
C38 c 3.07 3.07 16.00 265.03 544.80 6.14 0.00
C39 c 36.81 7.36 31.00 69.32 374.86 6.14 0.00
C40 c 24.54 15.34 9.00 400.00 558.30 6.14 0.00
C41 c 25.77 4.29 5.00 349.69 589.58 6.14 0.00
C42 c 14.72 7.36 5.00 15.95 139.27 6.14 0.00
C43 c 14.11 1.84 7.00 110.43 466.27 6.14 0.00
C44 c 6.75 8.59 18.00 269.94 522.71 6.14 0.00
C45 c 3.68 23.31 16.00 224.54 588.97 6.14 0.00
C46 c 1.23 29.45 1.00 22.08 276.08 6.14 0.00
C47 c 4.91 34.36 27.00 286.50 561.36 6.14 0.00
C48 c 7.98 31.90 36.00 168.10 430.69 6.14 0.00
C49 c 3.68 41.72 30.00 357.67 580.38 6.14 0.00
C50 c 28.83 28.83 13.00 265.64 412.89 6.14 0.00
C51 c 30.06 35.58 10.00 349.69 590.81 6.14 0.00
C52 c 16.56 26.38 9.00 36.19 346.64 6.14 0.00
C53 c 22.70 19.02 14.00 160.12 394.49 6.14 0.00
C54 c 34.97 17.79 18.00 14.11 232.52 6.14 0.00
C55 c 38.65 14.11 2.00 139.26 480.38 6.14 0.00
C56 c 32.52 7.36 6.00 294.48 588.97 6.14 0.00
C57 c 19.63 7.36 7.00 220.86 428.23 6.14 0.00
C58 c 22.09 15.95 18.00 176.68 384.06 6.14 0.00
C59 c 12.88 14.72 28.00 11.04 230.68 6.14 0.00
C60 c 10.43 20.86 3.00 278.53 525.17 6.14 0.00
C61 c 7.36 14.72 13.00 37.42 502.47 6.14 0.00
C62 c 14.72 35.58 19.00 366.87 591.42 6.14 0.00
C63 c 16.56 42.33 10.00 260.12 585.90 6.14 0.00
C64 c 9.20 47.24 9.00 385.89 558.91 6.14 0.00
C65 c 38.04 47.24 20.00 30.67 202.46 6.14 0.00
C66 c 30.06 44.79 25.00 271.16 559.52 6.14 0.00
C67 c 41.10 3.07 25.00 26.99 265.65 6.14 0.00
C68 c 34.36 23.93 36.00 99.38 381.61 6.14 0.00
C69 c 22.70 28.83 6.00 212.27 438.05 6.14 0.00
C70 c 22.70 34.36 5.00 13.49 175.47 6.14 0.00
C71 c 34.97 41.72 15.00 395.71 528.23 6.14 0.00
C72 c 28.83 9.82 25.00 14.11 296.33 6.14 0.00
C73 c 26.99 10.43 9.00 469.33 594.49 6.14 0.00
C74 c 28.22 7.98 8.00 230.67 385.29 6.14 0.00
C75 c 30.06 6.75 18.00 277.91 441.12 6.14 0.00
C76 c 30.06 25.77 13.00 57.05 293.87 6.14 0.00
C77 c 32.52 26.38 14.00 12.27 270.56 6.14 0.00
C78 c 37.42 31.90 3.00 19.63 380.38 6.14 0.00
C79 c 34.97 29.45 23.00 15.95 238.66 6.14 0.00
C80 c 34.36 22.70 6.00 13.49 331.91 6.14 0.00
C81 c 33.74 33.13 26.00 17.17 207.37 6.14 0.00
C82 c 9.20 28.83 16.00 370.55 549.71 6.14 0.00
C83 c 8.59 22.70 11.00 252.76 496.94 6.14 0.00
C84 c 6.75 19.02 7.00 107.97 359.52 6.14 0.00
C85 c 9.82 13.50 41.00 200.00 592.65 6.14 0.00
C86 c 2.45 11.04 35.00 493.25 585.29 6.14 0.00
C87 c 17.18 11.04 26.00 328.22 345.41 6.14 0.00
C88 c 15.95 31.90 9.00 101.22 378.54 6.14 0.00
C89 c 15.95 21.47 15.00 242.94 525.17 6.14 0.00
C90 c 19.02 41.10 3.00 271.16 445.41 6.14 0.00
C91 c 9.20 11.66 1.00 180.98 481.61 6.14 0.00
C92 c 13.50 13.50 2.00 14.72 366.88 6.14 0.00
C93 c 11.04 14.72 22.00 314.11 427.01 6.14 0.00
C94 c 15.95 16.56 27.00 266.26 455.23 6.14 0.00
C95 c 15.34 14.72 20.00 9.20 331.30 6.14 0.00
C96 c 13.50 16.56 11.00 495.71 597.56 6.14 0.00
C97 c 15.34 12.88 12.00 321.47 415.96 6.14 0.00
C98 c 11.66 12.88 10.00 193.25 399.40 6.14 0.00
C99 c 12.27 15.95 9.00 17.17 163.20 6.14 0.00
C100 c 11.04 11.04 17.00 81.59 81.60 6.14 0.00

id name type capacity fuel battery energy cost 
1 Small|ICEV ICEV 500.00 0.19 0.00 0.00 153.00
2 Medium|ICEV ICEV 750.00 0.24 0.00 0.00 159.00
3 Large|ICEV ICEV 1000.00 0.30 0.00 0.00 169.00
4 Small|PHEV PHEV 500.00 0.22 45.46 0.71 159.00
5 Medium|PHEV PHEV 750.00 0.28 64.94 0.88 166.00
6 Large|PHEV PHEV 1000.00 0.32 84.42 0.95 178.00
7 Small|BEV BEV 500.00 0.00 129.88 0.76 159.00
8 Medium|BEV BEV 750.00 0.00 155.85 0.93 167.00
9 Large|BEV BEV 1000.00 0.00 181.83 1.00 179.00

costOf value
fossil-fuel 2.0
electricity 0.3
