stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 19.63 19.63 0.00 0.00 560.92 0.00 0.00
S0 f 19.63 19.63 0.00 0.00 560.92 0.00 0.08
S1 f 34.22 20.75 0.00 0.00 560.92 0.00 0.08
S2 f 41.51 21.88 0.00 0.00 560.92 0.00 0.08
S3 f 26.36 31.97 0.00 0.00 560.92 0.00 0.08
S4 f 31.97 36.46 0.00 0.00 560.92 0.00 0.08
S5 f 16.27 33.09 0.00 0.00 560.92 0.00 0.08
S6 f 19.07 39.82 0.00 0.00 560.92 0.00 0.08
S7 f 12.34 32.53 0.00 0.00 560.92 0.00 0.08
S8 f 3.93 34.22 0.00 0.00 560.92 0.00 0.08
S9 f 10.10 23.00 0.00 0.00 560.92 0.00 0.08
S10 f 2.80 21.88 0.00 0.00 560.92 0.00 0.08
S11 f 7.85 11.22 0.00 0.00 560.92 0.00 0.08
S12 f 0.00 14.58 0.00 0.00 560.92 0.00 0.08
S13 f 13.46 14.02 0.00 0.00 560.92 0.00 0.08
S14 f 14.58 3.37 0.00 0.00 560.92 0.00 0.08
S15 f 19.07 11.22 0.00 0.00 560.92 0.00 0.08
S16 f 23.00 2.80 0.00 0.00 560.92 0.00 0.08
S17 f 28.05 5.05 0.00 0.00 560.92 0.00 0.08
S18 f 34.22 7.85 0.00 0.00 560.92 0.00 0.08
S19 f 34.78 11.78 0.00 0.00 560.92 0.00 0.08
S20 f 41.51 16.83 0.00 0.00 560.92 0.00 0.08
C1 c 23.00 27.48 10.00 8.97 143.60 5.61 0.00
C2 c 19.63 9.54 7.00 10.09 144.72 5.61 0.00
C3 c 30.85 25.24 13.00 404.41 539.04 5.61 0.00
C4 c 30.85 11.22 19.00 376.93 511.55 5.61 0.00
C5 c 8.41 16.83 26.00 11.77 146.40 5.61 0.00
C6 c 14.02 16.83 3.00 287.18 421.81 5.61 0.00
C7 c 11.22 28.05 5.00 12.34 146.96 5.61 0.00
C8 c 5.61 24.12 9.00 15.14 149.77 5.61 0.00
C9 c 30.85 33.65 16.00 285.50 420.13 5.61 0.00
C10 c 16.83 33.65 16.00 290.55 425.17 5.61 0.00
C11 c 11.22 36.46 12.00 359.54 494.17 5.61 0.00
C12 c 28.05 19.63 19.00 412.26 546.89 5.61 0.00
C13 c 16.83 14.02 23.00 6.73 141.35 5.61 0.00
C14 c 8.41 5.61 20.00 66.74 201.37 5.61 0.00
C15 c 16.83 2.80 8.00 403.29 537.92 5.61 0.00
C16 c 5.61 11.22 19.00 266.99 401.62 5.61 0.00
C17 c 2.80 16.83 2.00 382.54 517.16 5.61 0.00
C18 c 11.22 22.44 12.00 189.58 324.21 5.61 0.00
C19 c 8.41 33.65 17.00 99.84 234.47 5.61 0.00
C20 c 25.24 36.46 9.00 338.78 473.41 5.61 0.00
C21 c 25.24 11.22 11.00 11.21 145.84 5.61 0.00
C22 c 25.24 5.61 18.00 395.44 530.06 5.61 0.00
C23 c 30.85 2.80 29.00 35.89 170.52 5.61 0.00
C24 c 36.46 19.63 3.00 403.85 538.48 5.61 0.00
C25 c 36.46 11.22 6.00 19.07 153.69 5.61 0.00
C26 c 25.24 16.83 17.00 40.94 175.57 5.61 0.00
C27 c 19.63 22.44 16.00 150.32 284.95 5.61 0.00
C28 c 23.00 20.75 16.00 171.63 306.26 5.61 0.00
C29 c 35.90 23.56 9.00 403.85 538.48 5.61 0.00
C30 c 22.44 33.65 21.00 254.65 389.28 5.61 0.00
C31 c 17.39 29.17 27.00 325.32 459.95 5.61 0.00
C32 c 19.63 38.70 23.00 205.85 340.48 5.61 0.00
C33 c 29.73 29.17 11.00 117.23 251.85 5.61 0.00
C34 c 36.46 30.85 14.00 20.75 155.38 5.61 0.00
C35 c 35.34 36.46 8.00 387.02 521.65 5.61 0.00
C36 c 1.12 33.65 5.00 397.12 531.75 5.61 0.00
C37 c 11.22 11.22 8.00 263.06 397.69 5.61 0.00
C38 c 2.80 2.80 16.00 302.89 437.51 5.61 0.00
C39 c 33.65 6.73 31.00 135.74 270.36 5.61 0.00
C40 c 22.44 14.02 9.00 370.76 505.38 5.61 0.00
C41 c 23.56 3.93 5.00 404.41 539.04 5.61 0.00
C42 c 13.46 6.73 5.00 14.58 149.21 5.61 0.00
C43 c 12.90 1.68 7.00 196.31 330.94 5.61 0.00
C44 c 6.17 7.85 18.00 295.03 429.66 5.61 0.00
C45 c 3.37 21.31 16.00 403.85 538.48 5.61 0.00
C46 c 1.12 26.92 1.00 20.19 154.82 5.61 0.00
C47 c 4.49 31.41 27.00 320.27 454.90 5.61 0.00
C48 c 7.29 29.17 36.00 206.41 341.04 5.61 0.00
C49 c 3.37 38.14 30.00 394.31 528.94 5.61 0.00
C50 c 26.36 26.36 13.00 242.87 377.50 5.61 0.00
C51 c 27.48 32.53 10.00 404.41 539.04 5.61 0.00
C52 c 15.14 24.12 9.00 107.69 242.32 5.61 0.00
C53 c 20.75 17.39 14.00 186.22 320.85 5.61 0.00
C54 c 31.97 16.27 18.00 12.90 147.52 5.61 0.00
C55 c 35.34 12.90 2.00 215.95 350.57 5.61 0.00
C56 c 29.73 6.73 6.00 403.85 538.48 5.61 0.00
C57 c 17.95 6.73 7.00 229.41 364.04 5.61 0.00
C58 c 20.19 14.58 18.00 189.02 323.65 5.61 0.00
C59 c 11.78 13.46 28.00 10.09 144.72 5.61 0.00
C60 c 9.54 19.07 3.00 300.08 434.71 5.61 0.00
C61 c 6.73 13.46 13.00 179.49 314.11 5.61 0.00
C62 c 13.46 32.53 19.00 406.09 540.72 5.61 0.00
C63 c 15.14 38.70 10.00 401.05 535.67 5.61 0.00
C64 c 8.41 43.19 9.00 364.59 499.21 5.61 0.00
C65 c 34.78 43.19 20.00 28.04 162.67 5.61 0.00
C66 c 27.48 40.95 25.00 312.42 447.05 5.61 0.00
C67 c 37.58 2.80 25.00 24.68 159.30 5.61 0.00
C68 c 31.41 21.88 36.00 152.56 287.19 5.61 0.00
C69 c 20.75 26.36 6.00 229.97 364.60 5.61 0.00
C70 c 20.75 31.41 5.00 12.34 146.96 5.61 0.00
C71 c 31.97 38.14 15.00 355.05 489.68 5.61 0.00
C72 c 26.36 8.97 25.00 32.53 167.16 5.61 0.00
C73 c 24.68 9.54 9.00 408.90 543.53 5.61 0.00
C74 c 25.80 7.29 8.00 214.26 348.89 5.61 0.00
C75 c 27.48 6.17 18.00 261.38 396.01 5.61 0.00
C76 c 27.48 23.56 13.00 93.11 227.73 5.61 0.00
C77 c 29.73 24.12 14.00 19.63 154.26 5.61 0.00
C78 c 34.22 29.17 3.00 111.62 246.24 5.61 0.00
C79 c 31.97 26.92 23.00 14.58 149.21 5.61 0.00
C80 c 31.41 20.75 6.00 12.34 146.96 5.61 0.00
C81 c 30.85 30.29 26.00 15.70 150.33 5.61 0.00
C82 c 8.41 26.36 16.00 353.37 488.00 5.61 0.00
C83 c 7.85 20.75 11.00 275.40 410.03 5.61 0.00
C84 c 6.17 17.39 7.00 146.39 281.02 5.61 0.00
C85 c 8.97 12.34 41.00 296.16 430.78 5.61 0.00
C86 c 2.24 10.10 35.00 400.48 535.11 5.61 0.00
C87 c 15.71 10.10 26.00 240.63 375.25 5.61 0.00
C88 c 14.58 29.17 9.00 152.00 286.63 5.61 0.00
C89 c 14.58 19.63 15.00 283.82 418.44 5.61 0.00
C90 c 17.39 37.58 3.00 260.26 394.89 5.61 0.00
C91 c 8.41 10.66 1.00 235.58 370.21 5.61 0.00
