stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 16.34 20.42 0.00 0.00 392.10 0.00 0.00
S0 f 16.34 20.42 0.00 0.00 392.10 0.00 0.04
S1 f 29.82 21.24 0.00 0.00 392.10 0.00 0.04
S2 f 36.76 22.46 0.00 0.00 392.10 0.00 0.04
S3 f 22.46 32.27 0.00 0.00 392.10 0.00 0.04
S4 f 28.18 36.35 0.00 0.00 392.10 0.00 0.04
S5 f 13.07 32.67 0.00 0.00 392.10 0.00 0.04
S6 f 15.93 39.21 0.00 0.00 392.10 0.00 0.04
S7 f 9.39 32.67 0.00 0.00 392.10 0.00 0.04
S8 f 1.63 33.90 0.00 0.00 392.10 0.00 0.04
S9 f 7.35 23.69 0.00 0.00 392.10 0.00 0.04
S10 f 0.41 22.87 0.00 0.00 392.10 0.00 0.04
S11 f 5.31 12.66 0.00 0.00 392.10 0.00 0.04
S12 f -2.04 15.52 0.00 0.00 392.10 0.00 0.04
S13 f 10.62 15.11 0.00 0.00 392.10 0.00 0.04
S14 f 11.44 5.31 0.00 0.00 392.10 0.00 0.04
S15 f 15.93 12.66 0.00 0.00 392.10 0.00 0.04
S16 f 19.60 4.49 0.00 0.00 392.10 0.00 0.04
S17 f 24.10 6.94 0.00 0.00 392.10 0.00 0.04
S18 f 29.82 9.39 0.00 0.00 392.10 0.00 0.04
S19 f 30.22 13.07 0.00 0.00 392.10 0.00 0.04
S20 f 36.76 17.97 0.00 0.00 392.10 0.00 0.04
C1 c 10.21 34.72 20.00 122.52 171.54 4.08 0.00
C2 c 8.99 30.63 30.00 0.00 375.35 4.08 0.00
C3 c 8.99 34.72 10.00 138.04 187.06 4.08 0.00
C4 c 8.17 32.67 40.00 290.80 339.82 4.08 0.00
C5 c 8.17 34.72 20.00 0.00 371.27 4.08 0.00
C6 c 7.35 30.63 20.00 105.37 154.39 4.08 0.00
C7 c 6.13 30.63 20.00 52.68 101.70 4.08 0.00
C8 c 6.13 32.67 10.00 179.70 228.72 4.08 0.00
C9 c 4.08 14.29 20.00 0.00 374.12 4.08 0.00
C10 c 4.08 16.34 30.00 0.00 374.94 4.08 0.00
C11 c 3.27 16.34 40.00 163.77 212.80 4.08 0.00
C12 c 3.27 18.38 20.00 325.51 374.53 4.08 0.00
C13 c 2.04 14.29 10.00 0.00 372.08 4.08 0.00
C14 c 2.04 18.38 10.00 80.86 129.88 4.08 0.00
C15 c 0.82 16.34 20.00 305.50 354.52 4.08 0.00
C16 c 0.00 16.34 20.00 73.51 122.53 4.08 0.00
C17 c 0.00 18.38 20.00 71.88 120.90 4.08 0.00
C18 c 17.97 2.04 20.00 0.00 369.22 4.08 0.00
C19 c 17.15 4.08 40.00 16.74 65.76 4.08 0.00
C20 c 17.15 6.13 10.00 84.95 133.97 4.08 0.00
C21 c 16.34 2.04 10.00 0.00 369.63 4.08 0.00
C22 c 16.34 6.13 40.00 0.00 373.72 4.08 0.00
C23 c 15.52 2.04 30.00 109.86 158.88 4.08 0.00
C24 c 15.52 6.13 10.00 0.00 373.31 4.08 0.00
C25 c 14.29 2.04 20.00 0.00 369.22 4.08 0.00
C26 c 38.80 12.25 30.00 314.89 363.91 4.08 0.00
C27 c 38.80 14.29 20.00 275.68 324.70 4.08 0.00
C28 c 37.58 12.25 10.00 0.00 365.14 4.08 0.00
C29 c 36.76 14.29 10.00 204.62 253.64 4.08 0.00
C30 c 35.94 12.25 10.00 169.90 218.92 4.08 0.00
C31 c 35.94 14.29 20.00 318.16 367.18 4.08 0.00
C32 c 35.53 12.25 10.00 52.68 101.70 4.08 0.00
C33 c 34.72 10.21 10.00 312.85 361.87 4.08 0.00
C34 c 34.72 14.29 30.00 0.00 368.41 4.08 0.00
C35 c 27.36 34.72 20.00 264.25 313.27 4.08 0.00
C36 c 26.55 34.72 40.00 211.15 260.17 4.08 0.00
C37 c 26.55 33.49 10.00 102.92 151.94 4.08 0.00
C38 c 25.32 32.67 30.00 42.88 91.90 4.08 0.00
C39 c 24.51 32.67 10.00 306.72 355.75 4.08 0.00
C40 c 24.51 34.72 30.00 209.11 258.13 4.08 0.00
C41 c 23.69 30.63 20.00 104.96 153.98 4.08 0.00
C42 c 22.46 32.67 10.00 212.38 261.40 4.08 0.00
C43 c 22.46 34.72 20.00 41.65 90.68 4.08 0.00
C44 c 22.46 33.49 10.00 183.79 232.81 4.08 0.00
C45 c 8.17 33.49 10.00 263.84 312.86 4.08 0.00
C46 c 7.35 32.67 10.00 323.47 372.49 4.08 0.00
C47 c 0.82 18.38 10.00 0.00 372.08 4.08 0.00
C48 c 17.15 2.04 10.00 28.58 77.61 4.08 0.00
C49 c 17.15 4.90 10.00 84.95 133.97 4.08 0.00
C50 c 29.41 14.29 30.00 300.60 349.62 4.08 0.00
C51 c 22.46 8.17 19.00 196.86 245.88 4.08 0.00
C52 c 10.21 12.25 3.00 225.86 274.88 4.08 0.00
C53 c 8.17 20.42 5.00 0.00 379.84 4.08 0.00
C54 c 22.46 24.51 16.00 227.49 276.51 4.08 0.00
C55 c 12.25 24.51 16.00 0.00 381.88 4.08 0.00
C56 c 20.42 14.29 19.00 75.15 124.17 4.08 0.00
C57 c 12.25 10.21 23.00 92.30 141.32 4.08 0.00
C58 c 6.13 4.08 20.00 180.93 229.95 4.08 0.00
C59 c 4.08 8.17 19.00 267.51 316.54 4.08 0.00
C60 c 6.13 24.51 17.00 0.00 376.98 4.08 0.00
C61 c 18.38 26.55 9.00 252.40 301.42 4.08 0.00
C62 c 26.55 14.29 3.00 0.00 375.76 4.08 0.00
C63 c 26.55 8.17 6.00 129.06 178.08 4.08 0.00
C64 c 18.38 12.25 17.00 256.49 305.51 4.08 0.00
C65 c 14.29 16.34 16.00 11.43 60.45 4.08 0.00
C66 c 16.75 15.11 16.00 238.52 287.54 4.08 0.00
C67 c 26.14 17.15 9.00 0.00 377.39 4.08 0.00
C68 c 16.34 24.51 21.00 303.87 352.89 4.08 0.00
C69 c 12.66 21.24 27.00 4.08 53.10 4.08 0.00
C70 c 14.29 28.18 23.00 162.55 211.57 4.08 0.00
C71 c 26.55 22.46 14.00 324.69 373.72 4.08 0.00
C72 c 25.73 26.55 8.00 135.18 184.21 4.08 0.00
C73 c 0.82 24.51 5.00 118.44 167.46 4.08 0.00
C74 c 8.17 8.17 8.00 323.88 372.90 4.08 0.00
C75 c 2.04 2.04 16.00 0.00 364.32 4.08 0.00
C76 c 24.51 4.90 31.00 19.19 68.21 4.08 0.00
C77 c 9.39 1.23 7.00 20.42 69.44 4.08 0.00
C78 c 3.27 22.87 27.00 143.76 192.78 4.08 0.00
C79 c 2.45 27.77 30.00 15.92 64.94 4.08 0.00
C80 c 19.20 19.20 13.00 142.54 191.56 4.08 0.00
C81 c 20.01 23.69 10.00 0.00 382.70 4.08 0.00
C82 c 11.03 17.56 9.00 207.88 256.91 4.08 0.00
C83 c 15.11 12.66 14.00 176.84 225.87 4.08 0.00
C84 c 23.28 11.84 18.00 327.55 376.58 4.08 0.00
C85 c 25.73 9.39 2.00 40.02 89.04 4.08 0.00
C86 c 8.58 9.80 28.00 152.34 201.36 4.08 0.00
C87 c 4.90 9.80 13.00 155.61 204.63 4.08 0.00
C88 c 9.80 23.69 19.00 229.12 278.14 4.08 0.00
C89 c 27.36 2.04 25.00 317.34 366.36 4.08 0.00
C90 c 15.11 19.20 6.00 32.67 81.69 4.08 0.00
C91 c 20.01 17.15 13.00 179.29 228.32 4.08 0.00
C92 c 21.65 17.56 14.00 283.85 332.87 4.08 0.00
C93 c 24.91 21.24 3.00 0.00 379.03 4.08 0.00
C94 c 23.28 19.60 23.00 0.00 380.66 4.08 0.00
C95 c 22.87 15.11 6.00 216.05 265.07 4.08 0.00
C96 c 22.46 22.06 26.00 113.13 162.15 4.08 0.00
C97 c 1.63 7.35 35.00 0.00 368.00 4.08 0.00
C98 c 10.62 21.24 9.00 0.00 381.88 4.08 0.00
C99 c 10.62 14.29 15.00 8.57 57.59 4.08 0.00
C100 c 12.66 27.36 3.00 0.00 379.84 4.08 0.00

id name type capacity fuel battery energy cost 
1 Small|ICEV ICEV 500.00 0.19 0.00 0.00 153.00
2 Medium|ICEV ICEV 750.00 0.24 0.00 0.00 159.00
3 Large|ICEV ICEV 1000.00 0.30 0.00 0.00 169.00
4 Small|PHEV PHEV 500.00 0.22 68.28 0.71 159.00
5 Medium|PHEV PHEV 750.00 0.28 97.55 0.88 166.00
6 Large|PHEV PHEV 1000.00 0.32 126.81 0.95 178.00
7 Small|BEV BEV 500.00 0.00 195.09 0.76 159.00
8 Medium|BEV BEV 750.00 0.00 234.11 0.93 167.00
9 Large|BEV BEV 1000.00 0.00 273.13 1.00 179.00

costOf value
fossil-fuel 2.0
electricity 0.3
