stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 37.89 47.36 0.00 0.00 3210.80 0.00 0.00
S0 f 37.89 47.36 0.00 0.00 3210.80 0.00 2.17
S1 f 69.14 49.25 0.00 0.00 3210.80 0.00 2.17
S2 f 85.24 52.09 0.00 0.00 3210.80 0.00 2.17
S3 f 52.09 74.82 0.00 0.00 3210.80 0.00 2.17
S4 f 65.35 84.30 0.00 0.00 3210.80 0.00 2.17
S5 f 30.31 75.77 0.00 0.00 3210.80 0.00 2.17
S6 f 36.94 90.93 0.00 0.00 3210.80 0.00 2.17
S7 f 21.78 75.77 0.00 0.00 3210.80 0.00 2.17
S8 f 3.79 78.61 0.00 0.00 3210.80 0.00 2.17
S9 f 17.05 54.93 0.00 0.00 3210.80 0.00 2.17
S10 f 0.95 53.04 0.00 0.00 3210.80 0.00 2.17
S11 f 12.31 29.36 0.00 0.00 3210.80 0.00 2.17
S12 f -4.74 35.99 0.00 0.00 3210.80 0.00 2.17
S13 f 24.63 35.04 0.00 0.00 3210.80 0.00 2.17
S14 f 26.52 12.31 0.00 0.00 3210.80 0.00 2.17
S15 f 36.94 29.36 0.00 0.00 3210.80 0.00 2.17
S16 f 45.46 10.42 0.00 0.00 3210.80 0.00 2.17
S17 f 55.88 16.10 0.00 0.00 3210.80 0.00 2.17
S18 f 69.14 21.78 0.00 0.00 3210.80 0.00 2.17
S19 f 70.09 30.31 0.00 0.00 3210.80 0.00 2.17
S20 f 85.24 41.67 0.00 0.00 3210.80 0.00 2.17
C1 c 49.25 71.04 10.00 858.10 1161.19 85.24 0.00
C2 c 42.62 66.30 30.00 950.92 1254.01 85.24 0.00
C3 c 58.72 65.35 10.00 47.35 350.45 85.24 0.00
C4 c 56.83 62.51 10.00 24.62 327.71 85.24 0.00
C5 c 39.78 61.56 10.00 1128.98 1432.08 85.24 0.00
C6 c 15.15 39.78 20.00 2333.74 2636.83 85.24 0.00
C7 c 54.93 66.30 20.00 136.38 439.48 85.24 0.00
C8 c 32.20 56.83 20.00 11.36 314.45 85.24 0.00
C9 c 26.52 66.30 10.00 130.70 433.79 85.24 0.00
C10 c 33.15 62.51 10.00 16.10 319.19 85.24 0.00
C11 c 33.15 65.35 10.00 38.83 341.92 85.24 0.00
C12 c 23.68 80.51 20.00 405.37 708.46 85.24 0.00
C13 c 20.84 71.04 30.00 223.52 526.61 85.24 0.00
C14 c 20.84 80.51 10.00 493.45 796.55 85.24 0.00
C15 c 18.94 75.77 40.00 313.50 616.59 85.24 0.00
C16 c 18.94 80.51 40.00 580.59 883.68 85.24 0.00
C17 c 17.05 71.04 20.00 850.52 1153.62 85.24 0.00
C18 c 14.21 71.04 20.00 762.44 1065.53 85.24 0.00
C19 c 14.21 75.77 10.00 672.46 975.56 85.24 0.00
C20 c 28.41 47.36 10.00 2784.58 3087.67 85.24 0.00
C21 c 28.41 53.04 20.00 2811.10 3114.19 85.24 0.00
C22 c 26.52 49.25 20.00 2810.15 3113.24 85.24 0.00
C23 c 13.26 62.51 10.00 1038.06 1341.15 85.24 0.00
C24 c 23.68 47.36 10.00 2694.60 2997.69 85.24 0.00
C25 c 20.84 62.51 40.00 945.24 1248.33 85.24 0.00
C26 c 7.58 58.72 10.00 1130.88 1433.97 85.24 0.00
C27 c 21.78 49.25 10.00 2606.52 2909.61 85.24 0.00
C28 c 3.79 52.09 20.00 1433.01 1736.11 85.24 0.00
C29 c 18.94 47.36 10.00 2426.56 2729.65 85.24 0.00
C30 c 18.94 52.09 10.00 2516.54 2819.63 85.24 0.00
C31 c 9.47 33.15 20.00 2064.75 2367.85 85.24 0.00
C32 c 9.47 37.89 30.00 2241.87 2544.96 85.24 0.00
C33 c 7.58 37.89 40.00 2154.73 2457.83 85.24 0.00
C34 c 7.58 42.62 20.00 1528.67 1831.77 85.24 0.00
C35 c 4.74 33.15 10.00 1974.78 2277.87 85.24 0.00
C36 c 4.74 42.62 10.00 1616.76 1919.85 85.24 0.00
C37 c 1.89 37.89 20.00 1883.85 2186.94 85.24 0.00
C38 c 0.00 37.89 30.00 1796.71 2099.81 85.24 0.00
C39 c 0.00 42.62 20.00 1706.74 2009.83 85.24 0.00
C40 c 34.10 17.05 10.00 841.05 1144.15 85.24 0.00
C41 c 33.15 30.31 10.00 37.88 340.97 85.24 0.00
C42 c 31.26 30.31 20.00 125.02 428.11 85.24 0.00
C43 c 31.26 33.15 10.00 16.10 319.19 85.24 0.00
C44 c 30.31 18.94 10.00 752.02 1055.12 85.24 0.00
C45 c 28.41 28.41 10.00 570.17 873.27 85.24 0.00
C46 c 32.20 23.68 30.00 661.10 964.19 85.24 0.00
