stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 55.99 69.99 0.00 0.00 1730.22 0.00 0.00
S0 f 55.99 69.99 0.00 0.00 1730.22 0.00 4.75
S1 f 102.19 72.79 0.00 0.00 1730.22 0.00 4.75
S2 f 125.99 76.99 0.00 0.00 1730.22 0.00 4.75
S3 f 76.99 110.59 0.00 0.00 1730.22 0.00 4.75
S4 f 96.59 124.59 0.00 0.00 1730.22 0.00 4.75
S5 f 44.80 111.99 0.00 0.00 1730.22 0.00 4.75
S6 f 54.59 134.39 0.00 0.00 1730.22 0.00 4.75
S7 f 32.20 111.99 0.00 0.00 1730.22 0.00 4.75
S8 f 5.60 116.19 0.00 0.00 1730.22 0.00 4.75
S9 f 25.20 81.19 0.00 0.00 1730.22 0.00 4.75
S10 f 1.40 78.39 0.00 0.00 1730.22 0.00 4.75
S11 f 18.20 43.40 0.00 0.00 1730.22 0.00 4.75
S12 f -7.00 53.19 0.00 0.00 1730.22 0.00 4.75
S13 f 36.40 51.79 0.00 0.00 1730.22 0.00 4.75
S14 f 39.20 18.20 0.00 0.00 1730.22 0.00 4.75
S15 f 54.59 43.40 0.00 0.00 1730.22 0.00 4.75
S16 f 67.19 15.40 0.00 0.00 1730.22 0.00 4.75
S17 f 82.59 23.80 0.00 0.00 1730.22 0.00 4.75
S18 f 102.19 32.20 0.00 0.00 1730.22 0.00 4.75
S19 f 103.59 44.80 0.00 0.00 1730.22 0.00 4.75
S20 f 125.99 61.59 0.00 0.00 1730.22 0.00 4.75
C1 c 62.99 95.19 10.00 26.59 278.57 125.99 0.00
C2 c 62.99 97.99 30.00 610.33 862.31 125.99 0.00
C3 c 58.79 92.39 10.00 1129.67 1381.65 125.99 0.00
C4 c 58.79 95.19 10.00 741.91 993.90 125.99 0.00
C5 c 58.79 90.99 10.00 1257.06 1509.04 125.99 0.00
C6 c 55.99 96.59 20.00 870.70 1122.68 125.99 0.00
C7 c 55.99 92.39 20.00 1000.89 1252.87 125.99 0.00
C8 c 53.19 95.19 20.00 1325.65 1577.63 125.99 0.00
C9 c 53.19 97.99 10.00 1272.46 1524.44 125.99 0.00
C10 c 48.99 92.39 10.00 1010.68 1262.67 125.99 0.00
C11 c 48.99 96.59 10.00 1140.87 1392.85 125.99 0.00
C12 c 35.00 118.99 20.00 156.78 408.76 125.99 0.00
C13 c 30.80 104.99 30.00 1308.85 1560.83 125.99 0.00
C14 c 30.80 118.99 10.00 286.96 538.95 125.99 0.00
C15 c 28.00 111.99 40.00 947.69 1199.67 125.99 0.00
C16 c 28.00 118.99 40.00 415.75 667.73 125.99 0.00
C17 c 25.20 104.99 20.00 814.71 1066.69 125.99 0.00
C18 c 21.00 104.99 20.00 684.52 936.50 125.99 0.00
C19 c 21.00 111.99 10.00 551.53 803.52 125.99 0.00
C20 c 42.00 69.99 10.00 13.99 265.98 125.99 0.00
C21 c 42.00 72.79 20.00 15.39 267.38 125.99 0.00
C22 c 39.20 72.79 20.00 18.19 270.18 125.99 0.00
C23 c 39.20 76.99 10.00 18.19 270.18 125.99 0.00
C24 c 35.00 69.99 10.00 20.99 272.98 125.99 0.00
C25 c 35.00 72.79 40.00 146.98 398.96 125.99 0.00
C26 c 35.00 76.99 10.00 865.10 1117.08 125.99 0.00
C27 c 32.20 72.79 10.00 275.76 527.75 125.99 0.00
C28 c 32.20 76.99 20.00 537.54 789.52 125.99 0.00
C29 c 28.00 69.99 10.00 153.98 405.96 125.99 0.00
C30 c 28.00 76.99 10.00 407.35 659.33 125.99 0.00
C31 c 14.00 48.99 20.00 562.73 814.72 125.99 0.00
C32 c 14.00 55.99 30.00 299.56 551.54 125.99 0.00
C33 c 11.20 55.99 40.00 428.35 680.33 125.99 0.00
C34 c 11.20 62.99 20.00 180.58 432.56 125.99 0.00
C35 c 7.00 48.99 10.00 839.90 1091.89 125.99 0.00
C36 c 7.00 62.99 10.00 310.76 562.74 125.99 0.00
C37 c 2.80 55.99 20.00 705.52 957.50 125.99 0.00
C38 c 0.00 55.99 30.00 576.73 828.71 125.99 0.00
C39 c 0.00 62.99 20.00 443.75 695.73 125.99 0.00
C40 c 48.99 42.00 10.00 113.38 365.36 125.99 0.00
C41 c 48.99 44.80 10.00 26.59 278.57 125.99 0.00
C42 c 46.19 44.80 20.00 243.57 495.55 125.99 0.00
