stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 37.78 47.22 0.00 0.00 3201.56 0.00 0.00
S0 f 37.78 47.22 0.00 0.00 3201.56 0.00 2.16
S1 f 68.94 49.11 0.00 0.00 3201.56 0.00 2.16
S2 f 85.00 51.94 0.00 0.00 3201.56 0.00 2.16
S3 f 51.94 74.61 0.00 0.00 3201.56 0.00 2.16
S4 f 65.16 84.05 0.00 0.00 3201.56 0.00 2.16
S5 f 30.22 75.55 0.00 0.00 3201.56 0.00 2.16
S6 f 36.83 90.66 0.00 0.00 3201.56 0.00 2.16
S7 f 21.72 75.55 0.00 0.00 3201.56 0.00 2.16
S8 f 3.78 78.39 0.00 0.00 3201.56 0.00 2.16
S9 f 17.00 54.78 0.00 0.00 3201.56 0.00 2.16
S10 f 0.94 52.89 0.00 0.00 3201.56 0.00 2.16
S11 f 12.28 29.28 0.00 0.00 3201.56 0.00 2.16
S12 f -4.72 35.89 0.00 0.00 3201.56 0.00 2.16
S13 f 24.55 34.94 0.00 0.00 3201.56 0.00 2.16
S14 f 26.44 12.28 0.00 0.00 3201.56 0.00 2.16
S15 f 36.83 29.28 0.00 0.00 3201.56 0.00 2.16
S16 f 45.33 10.39 0.00 0.00 3201.56 0.00 2.16
S17 f 55.72 16.05 0.00 0.00 3201.56 0.00 2.16
S18 f 68.94 21.72 0.00 0.00 3201.56 0.00 2.16
S19 f 69.89 30.22 0.00 0.00 3201.56 0.00 2.16
S20 f 85.00 41.55 0.00 0.00 3201.56 0.00 2.16
C1 c 49.11 70.83 10.00 0.00 3090.12 85.00 0.00
C2 c 42.50 66.11 30.00 0.00 3096.73 85.00 0.00
C3 c 58.55 65.16 10.00 0.00 3088.23 85.00 0.00
C4 c 56.66 62.33 10.00 0.00 3092.01 85.00 0.00
C5 c 39.67 61.39 10.00 0.00 3101.45 85.00 0.00
C6 c 15.11 39.67 20.00 2402.58 2553.69 85.00 0.00
C7 c 54.78 66.11 20.00 0.00 3091.06 85.00 0.00
C8 c 32.11 56.66 20.00 11.33 162.44 85.00 0.00
C9 c 26.44 66.11 10.00 0.00 3093.89 85.00 0.00
C10 c 33.05 62.33 10.00 26.44 177.55 85.00 0.00
C11 c 33.05 65.16 10.00 0.00 3097.67 85.00 0.00
C12 c 23.61 80.27 20.00 0.00 3079.73 85.00 0.00
C13 c 20.78 70.83 30.00 0.00 3087.28 85.00 0.00
C14 c 20.78 80.27 10.00 567.59 718.70 85.00 0.00
C15 c 18.89 75.55 40.00 388.15 539.26 85.00 0.00
C16 c 18.89 80.27 40.00 654.47 805.59 85.00 0.00
C17 c 17.00 70.83 20.00 0.00 3084.45 85.00 0.00
C18 c 14.17 70.83 20.00 835.80 986.91 85.00 0.00
C19 c 14.17 75.55 10.00 0.00 3078.78 85.00 0.00
C20 c 28.33 47.22 10.00 0.00 3107.12 85.00 0.00
C21 c 28.33 52.89 20.00 2954.11 3105.23 85.00 0.00
C22 c 26.44 49.11 20.00 0.00 3104.28 85.00 0.00
C23 c 13.22 62.33 10.00 0.00 3087.28 85.00 0.00
C24 c 23.61 47.22 10.00 0.00 3102.39 85.00 0.00
C25 c 20.78 62.33 40.00 0.00 3092.95 85.00 0.00
C26 c 7.56 58.55 10.00 0.00 3083.51 85.00 0.00
C27 c 21.72 49.11 10.00 2674.57 2825.68 85.00 0.00
C28 c 3.78 51.94 20.00 0.00 3081.62 85.00 0.00
C29 c 18.89 47.22 10.00 2495.13 2646.24 85.00 0.00
C30 c 18.89 51.94 10.00 0.00 3096.73 85.00 0.00
C31 c 9.44 33.05 20.00 2134.36 2285.48 85.00 0.00
C32 c 9.44 37.78 30.00 2310.97 2462.08 85.00 0.00
C33 c 7.56 37.78 40.00 0.00 3084.45 85.00 0.00
C34 c 7.56 42.50 20.00 0.00 3085.39 85.00 0.00
C35 c 4.72 33.05 10.00 0.00 3079.73 85.00 0.00
C36 c 4.72 42.50 10.00 0.00 3082.56 85.00 0.00
C37 c 1.89 37.78 20.00 0.00 3078.78 85.00 0.00
C38 c 0.00 37.78 30.00 1867.09 2018.21 85.00 0.00
C39 c 0.00 42.50 20.00 1777.38 1928.49 85.00 0.00
C40 c 34.00 17.00 10.00 914.18 1065.30 85.00 0.00
C41 c 33.05 30.22 10.00 0.00 3098.62 85.00 0.00
C42 c 31.17 30.22 20.00 0.00 3097.67 85.00 0.00
C43 c 31.17 33.05 10.00 0.00 3100.51 85.00 0.00
C44 c 30.22 18.89 10.00 0.00 3086.34 85.00 0.00
C45 c 28.33 28.33 10.00 0.00 3094.84 85.00 0.00
C46 c 32.11 23.61 30.00 0.00 3092.01 85.00 0.00
C47 c 28.33 33.05 10.00 0.00 3098.62 85.00 0.00
C48 c 34.00 37.78 10.00 0.00 3106.17 85.00 0.00
C49 c 45.33 18.89 10.00 0.00 3086.34 85.00 0.00
C50 c 24.55 30.22 10.00 0.00 3094.84 85.00 0.00
C51 c 23.61 28.33 10.00 0.00 3092.95 85.00 0.00
C52 c 23.61 33.05 10.00 379.65 530.76 85.00 0.00
C53 c 41.55 4.72 20.00 0.00 3073.12 85.00 0.00
C54 c 39.67 9.44 40.00 0.00 3077.84 85.00 0.00
C55 c 39.67 14.17 10.00 0.00 3082.56 85.00 0.00
C56 c 37.78 4.72 30.00 0.00 3074.06 85.00 0.00
C57 c 35.89 14.17 40.00 0.00 3082.56 85.00 0.00
C58 c 35.89 4.72 30.00 0.00 3073.12 85.00 0.00
C59 c 35.89 9.44 10.00 0.00 3077.84 85.00 0.00
C60 c 33.05 4.72 20.00 0.00 3073.12 85.00 0.00
C61 c 47.22 28.33 10.00 0.00 3094.84 85.00 0.00
C62 c 47.22 33.05 20.00 0.00 3098.62 85.00 0.00
C63 c 47.22 37.78 50.00 0.00 3102.39 85.00 0.00
C64 c 45.33 28.33 10.00 0.00 3095.78 85.00 0.00
C65 c 41.55 23.61 10.00 0.00 3092.01 85.00 0.00
C66 c 44.39 33.05 10.00 0.00 3100.51 85.00 0.00
C67 c 44.39 37.78 10.00 0.00 3104.28 85.00 0.00
C68 c 39.67 28.33 10.00 0.00 3096.73 85.00 0.00
C69 c 42.50 33.05 10.00 0.00 3101.45 85.00 0.00
C70 c 89.72 28.33 30.00 0.00 3060.84 85.00 0.00
C71 c 89.72 33.05 20.00 0.00 3061.78 85.00 0.00
C72 c 50.05 28.33 10.00 2296.80 2447.92 85.00 0.00
C73 c 86.89 28.33 10.00 0.00 3063.67 85.00 0.00
C74 c 50.05 33.05 50.00 0.00 3097.67 85.00 0.00
C75 c 42.50 61.39 20.00 0.00 3101.45 85.00 0.00
C76 c 85.00 33.05 10.00 0.00 3066.51 85.00 0.00
C77 c 68.00 42.50 10.00 0.00 3085.39 85.00 0.00
C78 c 73.66 37.78 20.00 0.00 3078.78 85.00 0.00
C79 c 82.16 28.33 10.00 1248.51 1399.62 85.00 0.00
C80 c 80.27 23.61 10.00 1158.79 1309.90 85.00 0.00
C81 c 80.27 33.05 30.00 1338.22 1489.34 85.00 0.00
C82 c 70.83 51.94 20.00 479.76 630.87 85.00 0.00
C83 c 68.00 51.94 10.00 391.93 543.04 85.00 0.00
C84 c 66.11 54.78 20.00 0.00 3086.34 85.00 0.00
C85 c 81.22 43.44 30.00 0.00 3072.17 85.00 0.00
C86 c 62.33 51.94 10.00 213.43 364.55 85.00 0.00
C87 c 60.44 43.44 20.00 0.00 3092.95 85.00 0.00
C88 c 61.39 56.66 30.00 0.00 3091.06 85.00 0.00
C89 c 52.89 60.44 10.00 0.00 3095.78 85.00 0.00
C90 c 56.66 51.94 10.00 0.00 3096.73 85.00 0.00
C91 c 56.66 56.66 10.00 0.00 3094.84 85.00 0.00
C92 c 63.28 80.27 20.00 569.47 720.59 85.00 0.00
C93 c 39.67 54.78 40.00 0.00 3108.06 85.00 0.00
C94 c 61.39 77.44 10.00 0.00 3077.84 85.00 0.00
C95 c 58.55 75.55 30.00 0.00 3080.67 85.00 0.00
C96 c 58.55 37.78 10.00 1707.49 1858.61 85.00 0.00
C97 c 56.66 80.27 30.00 0.00 3077.84 85.00 0.00
C98 c 54.78 70.83 20.00 0.00 3087.28 85.00 0.00
C99 c 51.94 75.55 10.00 0.00 3084.45 85.00 0.00
C100 c 51.94 80.27 20.00 0.00 3079.73 85.00 0.00

id name type capacity fuel battery energy cost 
1 Small|ICEV ICEV 350.00 0.19 0.00 0.00 153.00
2 Medium|ICEV ICEV 525.00 0.24 0.00 0.00 159.00
3 Large|ICEV ICEV 700.00 0.30 0.00 0.00 169.00
4 Small|PHEV PHEV 350.00 0.22 29.53 0.71 159.00
5 Medium|PHEV PHEV 525.00 0.28 42.19 0.88 166.00
6 Large|PHEV PHEV 700.00 0.32 54.84 0.95 178.00
7 Small|BEV BEV 350.00 0.00 84.37 0.76 159.00
8 Medium|BEV BEV 525.00 0.00 101.25 0.93 167.00
9 Large|BEV BEV 700.00 0.00 118.12 1.00 179.00

costOf value
fossil-fuel 2.0
electricity 0.3
