stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 37.74 47.18 0.00 0.00 3198.58 0.00 0.00
S0 f 37.74 47.18 0.00 0.00 3198.58 0.00 2.15
S1 f 68.88 49.06 0.00 0.00 3198.58 0.00 2.15
S2 f 84.92 51.89 0.00 0.00 3198.58 0.00 2.15
S3 f 51.89 74.54 0.00 0.00 3198.58 0.00 2.15
S4 f 65.10 83.97 0.00 0.00 3198.58 0.00 2.15
S5 f 30.19 75.48 0.00 0.00 3198.58 0.00 2.15
S6 f 36.80 90.58 0.00 0.00 3198.58 0.00 2.15
S7 f 21.70 75.48 0.00 0.00 3198.58 0.00 2.15
S8 f 3.77 78.31 0.00 0.00 3198.58 0.00 2.15
S9 f 16.98 54.72 0.00 0.00 3198.58 0.00 2.15
S10 f 0.94 52.84 0.00 0.00 3198.58 0.00 2.15
S11 f 12.27 29.25 0.00 0.00 3198.58 0.00 2.15
S12 f -4.72 35.85 0.00 0.00 3198.58 0.00 2.15
S13 f 24.53 34.91 0.00 0.00 3198.58 0.00 2.15
S14 f 26.42 12.27 0.00 0.00 3198.58 0.00 2.15
S15 f 36.80 29.25 0.00 0.00 3198.58 0.00 2.15
S16 f 45.29 10.38 0.00 0.00 3198.58 0.00 2.15
S17 f 55.67 16.04 0.00 0.00 3198.58 0.00 2.15
S18 f 68.88 21.70 0.00 0.00 3198.58 0.00 2.15
S19 f 69.82 30.19 0.00 0.00 3198.58 0.00 2.15
S20 f 84.92 41.52 0.00 0.00 3198.58 0.00 2.15
C1 c 49.06 70.76 10.00 0.00 3087.24 84.92 0.00
C2 c 42.46 66.05 30.00 1022.78 1173.76 84.92 0.00
C3 c 58.50 65.10 10.00 0.00 3085.35 84.92 0.00
C4 c 56.61 62.27 10.00 0.00 3089.13 84.92 0.00
C5 c 39.63 61.33 10.00 0.00 3098.56 84.92 0.00
C6 c 15.10 39.63 20.00 2400.34 2551.32 84.92 0.00
C7 c 54.72 66.05 20.00 211.35 362.32 84.92 0.00
C8 c 32.08 56.61 20.00 11.32 162.29 84.92 0.00
C9 c 26.42 66.05 10.00 0.00 3091.02 84.92 0.00
C10 c 33.02 62.27 10.00 26.41 177.39 84.92 0.00
C11 c 33.02 65.10 10.00 0.00 3094.79 84.92 0.00
C12 c 23.59 80.20 20.00 0.00 3076.86 84.92 0.00
C13 c 20.76 70.76 30.00 0.00 3084.41 84.92 0.00
C14 c 20.76 80.20 10.00 567.06 718.03 84.92 0.00
C15 c 18.87 75.48 40.00 387.79 538.76 84.92 0.00
C16 c 18.87 80.20 40.00 653.86 804.84 84.92 0.00
C17 c 16.98 70.76 20.00 0.00 3081.58 84.92 0.00
C18 c 14.15 70.76 20.00 835.02 986.00 84.92 0.00
C19 c 14.15 75.48 10.00 0.00 3075.92 84.92 0.00
C20 c 28.31 47.18 10.00 2849.46 3000.44 84.92 0.00
C21 c 28.31 52.84 20.00 2951.36 3102.34 84.92 0.00
C22 c 26.42 49.06 20.00 0.00 3101.39 84.92 0.00
C23 c 13.21 62.27 10.00 0.00 3084.41 84.92 0.00
C24 c 23.59 47.18 10.00 0.00 3099.51 84.92 0.00
C25 c 20.76 62.27 40.00 1017.12 1168.10 84.92 0.00
C26 c 7.55 58.50 10.00 0.00 3080.64 84.92 0.00
C27 c 21.70 49.06 10.00 2672.08 2823.05 84.92 0.00
C28 c 3.77 51.89 20.00 1503.04 1654.02 84.92 0.00
C29 c 18.87 47.18 10.00 2492.81 2643.78 84.92 0.00
C30 c 18.87 51.89 10.00 0.00 3093.85 84.92 0.00
C31 c 9.44 33.02 20.00 2132.38 2283.35 84.92 0.00
C32 c 9.44 37.74 30.00 2308.82 2459.79 84.92 0.00
C33 c 7.55 37.74 40.00 2222.01 2372.99 84.92 0.00
C34 c 7.55 42.46 20.00 0.00 3082.52 84.92 0.00
C35 c 4.72 33.02 10.00 2042.74 2193.72 84.92 0.00
C36 c 4.72 42.46 10.00 1686.09 1837.06 84.92 0.00
C37 c 1.89 37.74 20.00 0.00 3075.92 84.92 0.00
C38 c 0.00 37.74 30.00 1865.36 2016.33 84.92 0.00
C39 c 0.00 42.46 20.00 1775.72 1926.70 84.92 0.00
C40 c 33.97 16.98 10.00 913.33 1064.31 84.92 0.00
