stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 59.91 59.91 0.00 0.00 393.70 0.00 0.00
S0 f 59.91 59.91 0.00 0.00 393.70 0.00 0.79
S1 f 104.42 63.33 0.00 0.00 393.70 0.00 0.79
S2 f 126.67 66.76 0.00 0.00 393.70 0.00 0.79
S3 f 80.45 97.57 0.00 0.00 393.70 0.00 0.79
S4 f 97.57 111.26 0.00 0.00 393.70 0.00 0.79
S5 f 49.64 100.99 0.00 0.00 393.70 0.00 0.79
S6 f 58.20 121.53 0.00 0.00 393.70 0.00 0.79
S7 f 37.66 99.28 0.00 0.00 393.70 0.00 0.79
S8 f 11.98 104.42 0.00 0.00 393.70 0.00 0.79
S9 f 30.81 70.18 0.00 0.00 393.70 0.00 0.79
S10 f 8.56 66.76 0.00 0.00 393.70 0.00 0.79
S11 f 23.96 34.23 0.00 0.00 393.70 0.00 0.79
S12 f 0.00 44.51 0.00 0.00 393.70 0.00 0.79
S13 f 41.08 42.79 0.00 0.00 393.70 0.00 0.79
S14 f 44.51 10.27 0.00 0.00 393.70 0.00 0.79
S15 f 58.20 34.23 0.00 0.00 393.70 0.00 0.79
S16 f 70.18 8.56 0.00 0.00 393.70 0.00 0.79
S17 f 85.59 15.41 0.00 0.00 393.70 0.00 0.79
S18 f 104.42 23.96 0.00 0.00 393.70 0.00 0.79
S19 f 106.13 35.95 0.00 0.00 393.70 0.00 0.79
S20 f 126.67 51.35 0.00 0.00 393.70 0.00 0.79
C1 c 70.18 83.88 10.00 27.38 114.69 17.12 0.00
C2 c 59.91 29.10 7.00 118.10 231.09 17.12 0.00
C3 c 94.15 77.03 13.00 39.36 179.74 17.12 0.00
C4 c 94.15 34.23 19.00 148.92 234.51 17.12 0.00
C5 c 25.68 51.35 26.00 220.81 340.64 17.12 0.00
C6 c 42.79 51.35 3.00 112.97 229.38 17.12 0.00
C7 c 34.23 85.59 5.00 116.39 201.99 17.12 0.00
C8 c 17.12 73.60 9.00 46.21 150.64 17.12 0.00
C9 c 94.15 102.70 16.00 207.11 320.10 17.12 0.00
C10 c 51.35 102.70 16.00 229.37 325.23 17.12 0.00
C11 c 34.23 111.26 12.00 159.19 261.90 17.12 0.00
C12 c 85.59 59.91 19.00 263.60 350.91 17.12 0.00
C13 c 51.35 42.79 23.00 253.33 356.05 17.12 0.00
C14 c 25.68 17.12 20.00 92.43 198.57 17.12 0.00
C15 c 51.35 8.56 8.00 157.47 249.92 17.12 0.00
C16 c 17.12 34.23 19.00 75.31 184.87 17.12 0.00
C17 c 8.56 51.35 2.00 85.58 181.45 17.12 0.00
C18 c 34.23 68.47 12.00 176.30 275.59 17.12 0.00
C19 c 25.68 102.70 17.00 193.42 299.56 17.12 0.00
C20 c 77.03 111.26 9.00 54.77 145.50 17.12 0.00
C21 c 77.03 34.23 11.00 32.52 147.21 17.12 0.00
C22 c 77.03 17.12 18.00 46.21 148.93 17.12 0.00
C23 c 94.15 8.56 29.00 82.16 210.55 17.12 0.00
C24 c 111.26 59.91 3.00 225.94 325.23 17.12 0.00
C25 c 111.26 34.23 6.00 82.16 181.45 17.12 0.00
C26 c 77.03 51.35 17.00 253.33 356.05 17.12 0.00
C27 c 59.91 68.47 16.00 239.64 368.03 17.12 0.00
C28 c 70.18 63.33 16.00 255.04 364.60 17.12 0.00
C29 c 109.55 71.89 9.00 159.19 258.48 17.12 0.00
C30 c 68.47 102.70 21.00 234.50 332.08 17.12 0.00
C31 c 53.06 89.01 27.00 30.81 176.31 17.12 0.00
C32 c 59.91 118.11 23.00 215.67 318.39 17.12 0.00
C33 c 90.72 89.01 11.00 42.79 162.62 17.12 0.00
C34 c 111.26 94.15 14.00 207.11 313.25 17.12 0.00
C35 c 107.84 111.26 8.00 181.44 304.69 17.12 0.00
C36 c 3.42 102.70 5.00 200.27 304.69 17.12 0.00
C37 c 34.23 34.23 8.00 210.54 338.93 17.12 0.00
C38 c 8.56 8.56 16.00 95.85 210.55 17.12 0.00
C39 c 102.70 20.54 31.00 85.58 203.70 17.12 0.00
C40 c 68.47 42.79 9.00 20.54 112.98 17.12 0.00
C41 c 71.89 11.98 5.00 219.10 326.95 17.12 0.00
C42 c 41.08 20.54 5.00 217.39 302.98 17.12 0.00
C43 c 39.37 5.14 7.00 73.60 200.28 17.12 0.00
C44 c 18.83 23.96 18.00 212.25 321.81 17.12 0.00
C45 c 10.27 65.05 16.00 159.19 285.86 17.12 0.00
C46 c 3.42 82.16 1.00 205.40 314.96 17.12 0.00
C47 c 13.69 95.86 27.00 203.69 316.68 17.12 0.00
C48 c 22.25 89.01 36.00 205.40 314.96 17.12 0.00
C49 c 10.27 116.40 30.00 128.38 231.09 17.12 0.00
C50 c 80.45 80.45 13.00 166.03 255.05 17.12 0.00
C51 c 83.88 99.28 10.00 222.52 330.37 17.12 0.00
C52 c 46.22 73.60 9.00 138.65 258.48 17.12 0.00
C53 c 63.33 53.06 14.00 241.35 347.49 17.12 0.00
C54 c 97.57 49.64 18.00 107.83 210.55 17.12 0.00
C55 c 107.84 39.37 2.00 83.87 207.12 17.12 0.00
C56 c 90.72 20.54 6.00 51.35 167.76 17.12 0.00
C57 c 54.78 20.54 7.00 234.50 335.51 17.12 0.00
C58 c 61.62 44.51 18.00 150.63 249.92 17.12 0.00
C59 c 35.95 41.08 28.00 130.09 232.80 17.12 0.00
C60 c 29.10 58.20 3.00 32.52 140.37 17.12 0.00
C61 c 20.54 41.08 13.00 44.50 191.72 17.12 0.00
C62 c 41.08 99.28 19.00 44.50 148.93 17.12 0.00
C63 c 46.22 118.11 10.00 174.59 294.42 17.12 0.00
C64 c 25.68 131.80 9.00 176.30 272.17 17.12 0.00
C65 c 106.13 131.80 20.00 116.39 212.26 17.12 0.00
C66 c 83.88 124.96 25.00 157.47 270.46 17.12 0.00
C67 c 114.69 8.56 25.00 124.95 231.09 17.12 0.00
C68 c 95.86 66.76 36.00 49.64 162.62 17.12 0.00
C69 c 63.33 80.45 6.00 215.67 318.39 17.12 0.00
C70 c 63.33 95.86 5.00 46.21 138.66 17.12 0.00
