stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 62.37 62.37 0.00 0.00 409.87 0.00 0.00
S0 f 62.37 62.37 0.00 0.00 409.87 0.00 0.86
S1 f 108.70 65.93 0.00 0.00 409.87 0.00 0.86
S2 f 131.87 69.50 0.00 0.00 409.87 0.00 0.86
S3 f 83.75 101.57 0.00 0.00 409.87 0.00 0.86
S4 f 101.57 115.83 0.00 0.00 409.87 0.00 0.86
S5 f 51.68 105.14 0.00 0.00 409.87 0.00 0.86
S6 f 60.59 126.52 0.00 0.00 409.87 0.00 0.86
S7 f 39.20 103.36 0.00 0.00 409.87 0.00 0.86
S8 f 12.47 108.70 0.00 0.00 409.87 0.00 0.86
S9 f 32.08 73.06 0.00 0.00 409.87 0.00 0.86
S10 f 8.91 69.50 0.00 0.00 409.87 0.00 0.86
S11 f 24.95 35.64 0.00 0.00 409.87 0.00 0.86
S12 f 0.00 46.33 0.00 0.00 409.87 0.00 0.86
S13 f 42.77 44.55 0.00 0.00 409.87 0.00 0.86
S14 f 46.33 10.69 0.00 0.00 409.87 0.00 0.86
S15 f 60.59 35.64 0.00 0.00 409.87 0.00 0.86
S16 f 73.06 8.91 0.00 0.00 409.87 0.00 0.86
S17 f 89.10 16.04 0.00 0.00 409.87 0.00 0.86
S18 f 108.70 24.95 0.00 0.00 409.87 0.00 0.86
S19 f 110.48 37.42 0.00 0.00 409.87 0.00 0.86
S20 f 131.87 53.46 0.00 0.00 409.87 0.00 0.86
C1 c 73.06 87.32 10.00 46.33 99.80 17.82 0.00
C2 c 62.37 30.29 7.00 0.00 359.97 17.82 0.00
C3 c 98.01 80.19 13.00 40.98 94.45 17.82 0.00
C4 c 98.01 35.64 19.00 172.85 226.32 17.82 0.00
C5 c 26.73 53.46 26.00 0.00 354.62 17.82 0.00
C6 c 44.55 53.46 3.00 151.47 204.94 17.82 0.00
C7 c 35.64 89.10 5.00 138.99 192.46 17.82 0.00
C8 c 17.82 76.63 9.00 48.11 101.58 17.82 0.00
C9 c 98.01 106.92 16.00 0.00 333.24 17.82 0.00
C10 c 53.46 106.92 16.00 0.00 345.71 17.82 0.00
C11 c 35.64 115.83 12.00 90.88 144.35 17.82 0.00
C12 c 89.10 62.37 19.00 297.59 351.06 17.82 0.00
C13 c 53.46 44.55 23.00 0.00 370.66 17.82 0.00
C14 c 26.73 17.82 20.00 261.95 315.42 17.82 0.00
C15 c 53.46 8.91 8.00 185.32 238.79 17.82 0.00
C16 c 17.82 35.64 19.00 108.70 162.17 17.82 0.00
C17 c 8.91 53.46 2.00 112.26 165.73 17.82 0.00
C18 c 35.64 71.28 12.00 0.00 363.53 17.82 0.00
C19 c 26.73 106.92 17.00 81.97 135.44 17.82 0.00
C20 c 80.19 115.83 9.00 265.51 318.98 17.82 0.00
C21 c 80.19 35.64 11.00 0.00 358.19 17.82 0.00
C22 c 80.19 17.82 18.00 0.00 343.93 17.82 0.00
C23 c 98.01 8.91 29.00 194.23 247.70 17.82 0.00
C24 c 115.83 62.37 3.00 0.00 338.59 17.82 0.00
C25 c 115.83 35.64 6.00 0.00 331.46 17.82 0.00
C26 c 80.19 53.46 17.00 292.24 345.71 17.82 0.00
C27 c 62.37 71.28 16.00 290.46 343.93 17.82 0.00
C28 c 73.06 65.93 16.00 0.00 379.57 17.82 0.00
C29 c 114.05 74.84 9.00 190.67 244.14 17.82 0.00
C30 c 71.28 106.92 21.00 272.64 326.11 17.82 0.00
C31 c 55.24 92.66 27.00 32.07 85.54 17.82 0.00
C32 c 62.37 122.96 23.00 87.31 140.78 17.82 0.00
C33 c 94.45 92.66 11.00 78.40 131.87 17.82 0.00
C34 c 115.83 98.01 14.00 0.00 326.11 17.82 0.00
C35 c 112.27 115.83 8.00 258.39 311.86 17.82 0.00
C36 c 3.56 106.92 5.00 121.17 174.64 17.82 0.00
