stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 27.94 34.93 0.00 0.00 670.67 0.00 0.00
S0 f 27.94 34.93 0.00 0.00 670.67 0.00 0.13
S1 f 51.00 36.33 0.00 0.00 670.67 0.00 0.13
S2 f 62.87 38.42 0.00 0.00 670.67 0.00 0.13
S3 f 38.42 55.19 0.00 0.00 670.67 0.00 0.13
S4 f 48.20 62.18 0.00 0.00 670.67 0.00 0.13
S5 f 22.36 55.89 0.00 0.00 670.67 0.00 0.13
S6 f 27.25 67.07 0.00 0.00 670.67 0.00 0.13
S7 f 16.07 55.89 0.00 0.00 670.67 0.00 0.13
S8 f 2.79 57.98 0.00 0.00 670.67 0.00 0.13
S9 f 12.57 40.52 0.00 0.00 670.67 0.00 0.13
S10 f 0.70 39.12 0.00 0.00 670.67 0.00 0.13
S11 f 9.08 21.66 0.00 0.00 670.67 0.00 0.13
S12 f -3.49 26.55 0.00 0.00 670.67 0.00 0.13
S13 f 18.16 25.85 0.00 0.00 670.67 0.00 0.13
S14 f 19.56 9.08 0.00 0.00 670.67 0.00 0.13
S15 f 27.25 21.66 0.00 0.00 670.67 0.00 0.13
S16 f 33.53 7.68 0.00 0.00 670.67 0.00 0.13
S17 f 41.22 11.88 0.00 0.00 670.67 0.00 0.13
S18 f 51.00 16.07 0.00 0.00 670.67 0.00 0.13
S19 f 51.70 22.36 0.00 0.00 670.67 0.00 0.13
S20 f 62.87 30.74 0.00 0.00 670.67 0.00 0.13
C1 c 17.47 59.38 20.00 209.58 293.42 6.99 0.00
C2 c 15.37 52.40 30.00 0.00 642.03 6.99 0.00
C3 c 15.37 59.38 10.00 0.00 635.74 6.99 0.00
C4 c 13.97 55.89 40.00 497.40 581.25 6.99 0.00
C5 c 13.97 59.38 20.00 0.00 635.04 6.99 0.00
C6 c 12.57 52.40 20.00 0.00 639.93 6.99 0.00
C7 c 10.48 52.40 20.00 90.12 173.96 6.99 0.00
C8 c 10.48 55.89 10.00 0.00 635.74 6.99 0.00
C9 c 6.99 24.45 20.00 0.00 639.93 6.99 0.00
C10 c 6.99 27.94 30.00 0.00 641.33 6.99 0.00
C11 c 5.59 27.94 40.00 0.00 639.93 6.99 0.00
C12 c 5.59 31.44 20.00 556.79 640.63 6.99 0.00
C13 c 3.49 24.45 10.00 0.00 636.44 6.99 0.00
C14 c 3.49 31.44 10.00 0.00 638.53 6.99 0.00
C15 c 1.40 27.94 20.00 0.00 635.74 6.99 0.00
C16 c 0.00 27.94 20.00 125.74 209.59 6.99 0.00
C17 c 0.00 31.44 20.00 0.00 635.04 6.99 0.00
C18 c 30.74 3.49 20.00 0.00 631.55 6.99 0.00
C19 c 29.34 6.99 40.00 0.00 635.04 6.99 0.00
C20 c 29.34 10.48 10.00 145.31 229.15 6.99 0.00
C21 c 27.94 3.49 10.00 0.00 632.25 6.99 0.00
C22 c 27.94 10.48 40.00 0.00 639.23 6.99 0.00
C23 c 26.55 3.49 30.00 0.00 631.55 6.99 0.00
C24 c 26.55 10.48 10.00 0.00 638.53 6.99 0.00
C25 c 24.45 3.49 20.00 0.00 631.55 6.99 0.00
C26 c 66.37 20.96 30.00 0.00 622.47 6.99 0.00
C27 c 66.37 24.45 20.00 0.00 623.16 6.99 0.00
C28 c 64.27 20.96 10.00 0.00 624.56 6.99 0.00
C29 c 62.87 24.45 10.00 350.00 433.84 6.99 0.00
C30 c 61.48 20.96 10.00 0.00 627.36 6.99 0.00
C31 c 61.48 24.45 20.00 0.00 628.05 6.99 0.00
C32 c 60.78 20.96 10.00 0.00 627.36 6.99 0.00
C33 c 59.38 17.47 10.00 0.00 627.36 6.99 0.00
C34 c 59.38 24.45 30.00 0.00 630.15 6.99 0.00
C35 c 46.81 59.38 20.00 0.00 632.25 6.99 0.00
C36 c 45.41 59.38 40.00 361.18 445.02 6.99 0.00
C37 c 45.41 57.29 10.00 0.00 635.04 6.99 0.00
C38 c 43.31 55.89 30.00 73.35 157.19 6.99 0.00
C39 c 41.92 55.89 10.00 524.65 608.49 6.99 0.00
C40 c 41.92 59.38 30.00 0.00 635.04 6.99 0.00
C41 c 40.52 52.40 20.00 179.54 263.38 6.99 0.00
C42 c 38.42 55.89 10.00 363.27 447.11 6.99 0.00
C43 c 38.42 59.38 20.00 0.00 636.44 6.99 0.00
C44 c 38.42 57.29 10.00 0.00 638.53 6.99 0.00
C45 c 13.97 57.29 10.00 0.00 637.14 6.99 0.00
C46 c 12.57 55.89 10.00 0.00 637.14 6.99 0.00
C47 c 1.40 31.44 10.00 0.00 636.44 6.99 0.00
C48 c 29.34 3.49 10.00 0.00 631.55 6.99 0.00
C49 c 29.34 8.38 10.00 0.00 636.44 6.99 0.00
C50 c 50.30 24.45 30.00 0.00 638.53 6.99 0.00
C51 c 38.42 13.97 19.00 0.00 639.93 6.99 0.00
C52 c 17.47 20.96 3.00 386.33 470.17 6.99 0.00
C53 c 13.97 34.93 5.00 0.00 649.71 6.99 0.00
C54 c 38.42 41.92 16.00 0.00 650.41 6.99 0.00
C55 c 20.96 41.92 16.00 0.00 653.20 6.99 0.00
C56 c 34.93 24.45 19.00 128.54 212.38 6.99 0.00
C57 c 20.96 17.47 23.00 0.00 644.82 6.99 0.00
C58 c 10.48 6.99 20.00 0.00 630.15 6.99 0.00
C59 c 6.99 13.97 19.00 0.00 633.64 6.99 0.00
C60 c 10.48 41.92 17.00 0.00 644.82 6.99 0.00
C61 c 31.44 45.41 9.00 431.73 515.58 6.99 0.00
C62 c 45.41 24.45 3.00 0.00 642.72 6.99 0.00
C63 c 45.41 13.97 6.00 0.00 635.74 6.99 0.00
C64 c 31.44 20.96 17.00 438.72 522.56 6.99 0.00
C65 c 24.45 27.94 16.00 19.56 103.40 6.99 0.00
C66 c 28.64 25.85 16.00 0.00 653.90 6.99 0.00
C67 c 44.71 29.34 9.00 0.00 645.52 6.99 0.00
C68 c 27.94 41.92 21.00 0.00 656.70 6.99 0.00
C69 c 21.66 36.33 27.00 6.98 90.82 6.99 0.00
C70 c 24.45 48.20 23.00 0.00 649.71 6.99 0.00
C71 c 45.41 38.42 14.00 0.00 645.52 6.99 0.00
C72 c 44.01 45.41 8.00 0.00 644.12 6.99 0.00
C73 c 1.40 41.92 5.00 202.59 286.43 6.99 0.00
C74 c 13.97 13.97 8.00 0.00 637.83 6.99 0.00
C75 c 3.49 3.49 16.00 0.00 623.16 6.99 0.00
C76 c 41.92 8.38 31.00 0.00 633.64 6.99 0.00
C77 c 16.07 2.10 7.00 34.93 118.77 6.99 0.00
C78 c 5.59 39.12 27.00 0.00 640.63 6.99 0.00
C79 c 4.19 47.51 30.00 27.24 111.08 6.99 0.00
C80 c 32.83 32.83 13.00 0.00 658.09 6.99 0.00
C81 c 34.23 40.52 10.00 0.00 654.60 6.99 0.00
C82 c 18.86 30.04 9.00 0.00 653.20 6.99 0.00
C83 c 25.85 21.66 14.00 0.00 649.71 6.99 0.00
C84 c 39.82 20.26 18.00 0.00 644.12 6.99 0.00
C85 c 44.01 16.07 2.00 0.00 638.53 6.99 0.00
C86 c 14.67 16.77 28.00 0.00 640.63 6.99 0.00
C87 c 8.38 16.77 13.00 266.16 350.01 6.99 0.00
C88 c 16.77 40.52 19.00 391.91 475.76 6.99 0.00
C89 c 46.81 3.49 25.00 542.81 626.66 6.99 0.00
C90 c 25.85 32.83 6.00 55.88 139.73 6.99 0.00
C91 c 34.23 29.34 13.00 0.00 654.60 6.99 0.00
C92 c 37.03 30.04 14.00 0.00 653.20 6.99 0.00
C93 c 42.62 36.33 3.00 0.00 648.31 6.99 0.00
C94 c 39.82 33.53 23.00 0.00 651.11 6.99 0.00
C95 c 39.12 25.85 6.00 0.00 649.01 6.99 0.00
C96 c 38.42 37.72 26.00 0.00 652.51 6.99 0.00
C97 c 2.79 12.57 35.00 0.00 629.45 6.99 0.00
C98 c 18.16 36.33 9.00 0.00 653.20 6.99 0.00
C99 c 18.16 24.45 15.00 0.00 649.01 6.99 0.00
C100 c 21.66 46.81 3.00 0.00 649.71 6.99 0.00

id name type capacity fuel battery energy cost 
1 Small|ICEV ICEV 500.00 0.19 0.00 0.00 153.00
2 Medium|ICEV ICEV 750.00 0.24 0.00 0.00 159.00
3 Large|ICEV ICEV 1000.00 0.30 0.00 0.00 169.00
4 Small|PHEV PHEV 500.00 0.22 39.92 0.71 159.00
5 Medium|PHEV PHEV 750.00 0.28 57.03 0.88 166.00
6 Large|PHEV PHEV 1000.00 0.32 74.14 0.95 178.00
7 Small|BEV BEV 500.00 0.00 114.06 0.76 159.00
8 Medium|BEV BEV 750.00 0.00 136.87 0.93 167.00
9 Large|BEV BEV 1000.00 0.00 159.68 1.00 179.00

costOf value
fossil-fuel 2.0
electricity 0.3
