stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 19.46 24.33 0.00 0.00 467.12 0.00 0.00
S0 f 19.46 24.33 0.00 0.00 467.12 0.00 0.06
S1 f 35.52 25.30 0.00 0.00 467.12 0.00 0.06
S2 f 43.79 26.76 0.00 0.00 467.12 0.00 0.06
S3 f 26.76 38.44 0.00 0.00 467.12 0.00 0.06
S4 f 33.57 43.31 0.00 0.00 467.12 0.00 0.06
S5 f 15.57 38.93 0.00 0.00 467.12 0.00 0.06
S6 f 18.98 46.71 0.00 0.00 467.12 0.00 0.06
S7 f 11.19 38.93 0.00 0.00 467.12 0.00 0.06
S8 f 1.95 40.39 0.00 0.00 467.12 0.00 0.06
S9 f 8.76 28.22 0.00 0.00 467.12 0.00 0.06
S10 f 0.49 27.25 0.00 0.00 467.12 0.00 0.06
S11 f 6.33 15.08 0.00 0.00 467.12 0.00 0.06
S12 f -2.43 18.49 0.00 0.00 467.12 0.00 0.06
S13 f 12.65 18.00 0.00 0.00 467.12 0.00 0.06
S14 f 13.62 6.33 0.00 0.00 467.12 0.00 0.06
S15 f 18.98 15.08 0.00 0.00 467.12 0.00 0.06
S16 f 23.36 5.35 0.00 0.00 467.12 0.00 0.06
S17 f 28.71 8.27 0.00 0.00 467.12 0.00 0.06
S18 f 35.52 11.19 0.00 0.00 467.12 0.00 0.06
S19 f 36.01 15.57 0.00 0.00 467.12 0.00 0.06
S20 f 43.79 21.41 0.00 0.00 467.12 0.00 0.06
C1 c 12.16 41.36 20.00 116.77 233.56 4.87 0.00
C2 c 10.70 36.49 30.00 15.08 131.87 4.87 0.00
C3 c 10.70 41.36 10.00 135.26 252.05 4.87 0.00
C4 c 9.73 38.93 40.00 317.25 434.04 4.87 0.00
C5 c 9.73 41.36 20.00 325.52 442.31 4.87 0.00
C6 c 8.76 36.49 20.00 96.34 213.13 4.87 0.00
C7 c 7.30 36.49 20.00 33.57 150.36 4.87 0.00
C8 c 7.30 38.93 10.00 184.90 301.69 4.87 0.00
C9 c 4.87 17.03 20.00 289.02 405.81 4.87 0.00
C10 c 4.87 19.46 30.00 168.35 285.14 4.87 0.00
C11 c 3.89 19.46 40.00 165.92 282.71 4.87 0.00
C12 c 3.89 21.90 20.00 329.41 446.20 4.87 0.00
C13 c 2.43 17.03 10.00 18.97 135.76 4.87 0.00
C14 c 2.43 21.90 10.00 67.14 183.93 4.87 0.00
C15 c 0.97 19.46 20.00 326.00 442.79 4.87 0.00
C16 c 0.00 19.46 20.00 58.38 175.17 4.87 0.00
C17 c 0.00 21.90 20.00 56.44 173.23 4.87 0.00
C18 c 21.41 2.43 20.00 323.09 439.88 4.87 0.00
C19 c 20.44 4.87 40.00 19.94 136.73 4.87 0.00
C20 c 20.44 7.30 10.00 72.01 188.80 4.87 0.00
C21 c 19.46 2.43 10.00 224.80 341.59 4.87 0.00
C22 c 19.46 7.30 40.00 272.97 389.76 4.87 0.00
C23 c 18.49 2.43 30.00 101.69 218.48 4.87 0.00
C24 c 18.49 7.30 10.00 49.14 165.93 4.87 0.00
C25 c 17.03 2.43 20.00 22.38 139.17 4.87 0.00
C26 c 46.23 14.60 30.00 316.76 433.55 4.87 0.00
C27 c 46.23 17.03 20.00 299.24 416.03 4.87 0.00
C28 c 44.77 14.60 10.00 45.25 162.04 4.87 0.00
C29 c 43.79 17.03 10.00 214.58 331.37 4.87 0.00
C30 c 42.82 14.60 10.00 173.22 290.01 4.87 0.00
C31 c 42.82 17.03 20.00 320.65 437.44 4.87 0.00
C32 c 42.33 14.60 10.00 33.57 150.36 4.87 0.00
C33 c 41.36 12.16 10.00 320.17 436.96 4.87 0.00
C34 c 41.36 17.03 30.00 27.24 144.03 4.87 0.00
C35 c 32.60 41.36 20.00 285.62 402.41 4.87 0.00
C36 c 31.63 41.36 40.00 222.36 339.15 4.87 0.00
C37 c 31.63 39.90 10.00 93.42 210.21 4.87 0.00
C38 c 30.17 38.93 30.00 21.89 138.68 4.87 0.00
C39 c 29.19 38.93 10.00 327.46 444.25 4.87 0.00
C40 c 29.19 41.36 30.00 219.93 336.72 4.87 0.00
C41 c 28.22 36.49 20.00 95.85 212.64 4.87 0.00
C42 c 26.76 38.93 10.00 223.82 340.61 4.87 0.00
C43 c 26.76 41.36 20.00 20.43 137.22 4.87 0.00
C44 c 26.76 39.90 10.00 189.76 306.55 4.87 0.00
C45 c 9.73 39.90 10.00 285.13 401.92 4.87 0.00
C46 c 8.76 38.93 10.00 326.98 443.77 4.87 0.00
C47 c 0.97 21.90 10.00 96.82 213.61 4.87 0.00
C48 c 20.44 2.43 10.00 22.38 139.17 4.87 0.00
C49 c 20.44 5.84 10.00 72.01 188.80 4.87 0.00
C50 c 35.03 17.03 30.00 327.95 444.74 4.87 0.00
C51 c 26.76 9.73 19.00 205.33 322.12 4.87 0.00
C52 c 12.16 14.60 3.00 239.88 356.67 4.87 0.00
C53 c 9.73 24.33 5.00 100.72 217.51 4.87 0.00
C54 c 26.76 29.19 16.00 241.83 358.62 4.87 0.00
C55 c 14.60 29.19 16.00 292.43 409.22 4.87 0.00
C56 c 24.33 17.03 19.00 60.33 177.12 4.87 0.00
C57 c 14.60 12.16 23.00 80.77 197.56 4.87 0.00
C58 c 7.30 4.87 20.00 186.36 303.15 4.87 0.00
C59 c 4.87 9.73 19.00 289.51 406.30 4.87 0.00
C60 c 7.30 29.19 17.00 13.13 129.92 4.87 0.00
C61 c 21.90 31.63 9.00 271.51 388.30 4.87 0.00
C62 c 31.63 17.03 3.00 37.95 154.74 4.87 0.00
C63 c 31.63 9.73 6.00 124.56 241.35 4.87 0.00
C64 c 21.90 14.60 17.00 276.37 393.16 4.87 0.00
C65 c 17.03 19.46 16.00 5.83 122.62 4.87 0.00
C66 c 19.95 18.00 16.00 254.96 371.75 4.87 0.00
C67 c 31.14 20.44 9.00 12.65 129.44 4.87 0.00
C68 c 19.46 29.19 21.00 332.82 449.61 4.87 0.00
C69 c 15.08 25.30 27.00 4.86 121.65 4.87 0.00
C70 c 17.03 33.57 23.00 164.46 281.25 4.87 0.00
C71 c 31.63 26.76 14.00 332.82 449.61 4.87 0.00
C72 c 30.65 31.63 8.00 131.86 248.65 4.87 0.00
C73 c 0.97 29.19 5.00 111.91 228.70 4.87 0.00
C74 c 9.73 9.73 8.00 327.46 444.25 4.87 0.00
C75 c 2.43 2.43 16.00 157.65 274.44 4.87 0.00
C76 c 29.19 5.84 31.00 20.92 137.71 4.87 0.00
C77 c 11.19 1.46 7.00 24.32 141.11 4.87 0.00
C78 c 3.89 27.25 27.00 142.08 258.87 4.87 0.00
C79 c 2.92 33.09 30.00 18.97 135.76 4.87 0.00
C80 c 22.87 22.87 13.00 140.62 257.41 4.87 0.00
C81 c 23.84 28.22 10.00 339.14 455.93 4.87 0.00
C82 c 13.14 20.92 9.00 218.47 335.26 4.87 0.00
C83 c 18.00 15.08 14.00 181.49 298.28 4.87 0.00
C84 c 27.74 14.11 18.00 331.84 448.63 4.87 0.00
C85 c 30.65 11.19 2.00 18.49 135.27 4.87 0.00
C86 c 10.22 11.68 28.00 152.30 269.08 4.87 0.00
C87 c 5.84 11.68 13.00 156.19 272.98 4.87 0.00
C88 c 11.68 28.22 19.00 243.77 360.56 4.87 0.00
C89 c 32.60 2.43 25.00 319.68 436.47 4.87 0.00
C90 c 18.00 22.87 6.00 9.73 126.52 4.87 0.00
