stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 20.78 20.78 0.00 0.00 593.69 0.00 0.00
S0 f 20.78 20.78 0.00 0.00 593.69 0.00 0.09
S1 f 36.21 21.97 0.00 0.00 593.69 0.00 0.09
S2 f 43.93 23.15 0.00 0.00 593.69 0.00 0.09
S3 f 27.90 33.84 0.00 0.00 593.69 0.00 0.09
S4 f 33.84 38.59 0.00 0.00 593.69 0.00 0.09
S5 f 17.22 35.03 0.00 0.00 593.69 0.00 0.09
S6 f 20.19 42.15 0.00 0.00 593.69 0.00 0.09
S7 f 13.06 34.43 0.00 0.00 593.69 0.00 0.09
S8 f 4.16 36.21 0.00 0.00 593.69 0.00 0.09
S9 f 10.69 24.34 0.00 0.00 593.69 0.00 0.09
S10 f 2.97 23.15 0.00 0.00 593.69 0.00 0.09
S11 f 8.31 11.87 0.00 0.00 593.69 0.00 0.09
S12 f 0.00 15.44 0.00 0.00 593.69 0.00 0.09
S13 f 14.25 14.84 0.00 0.00 593.69 0.00 0.09
S14 f 15.44 3.56 0.00 0.00 593.69 0.00 0.09
S15 f 20.19 11.87 0.00 0.00 593.69 0.00 0.09
S16 f 24.34 2.97 0.00 0.00 593.69 0.00 0.09
S17 f 29.68 5.34 0.00 0.00 593.69 0.00 0.09
S18 f 36.21 8.31 0.00 0.00 593.69 0.00 0.09
S19 f 36.81 12.47 0.00 0.00 593.69 0.00 0.09
S20 f 43.93 17.81 0.00 0.00 593.69 0.00 0.09
C1 c 24.34 29.09 10.00 9.49 60.56 5.94 0.00
C2 c 20.78 10.09 7.00 10.68 98.56 5.94 0.00
C3 c 32.65 26.72 13.00 0.00 574.10 5.94 0.00
C4 c 32.65 11.87 19.00 0.00 572.91 5.94 0.00
C5 c 8.91 17.81 26.00 12.46 108.06 5.94 0.00
C6 c 14.84 17.81 3.00 0.00 580.63 5.94 0.00
C7 c 11.87 29.68 5.00 18.99 65.31 5.94 0.00
C8 c 5.94 25.53 9.00 0.00 571.73 5.94 0.00
C9 c 32.65 35.62 16.00 331.27 415.59 5.94 0.00
C10 c 17.81 35.62 16.00 347.30 410.24 5.94 0.00
C11 c 11.87 38.59 12.00 0.00 567.57 5.94 0.00
C12 c 29.68 20.78 19.00 504.63 554.51 5.94 0.00
C13 c 17.81 14.84 23.00 7.12 78.97 5.94 0.00
C14 c 8.91 5.94 20.00 0.00 568.16 5.94 0.00
C15 c 17.81 2.97 8.00 511.16 569.35 5.94 0.00
C16 c 5.94 11.87 19.00 312.87 394.81 5.94 0.00
C17 c 2.97 17.81 2.00 0.00 569.35 5.94 0.00
C18 c 11.87 23.75 12.00 239.25 304.57 5.94 0.00
C19 c 8.91 35.62 17.00 0.00 568.16 5.94 0.00
C20 c 26.72 38.59 9.00 403.11 456.55 5.94 0.00
C21 c 26.72 11.87 11.00 39.77 126.46 5.94 0.00
C22 c 26.72 5.94 18.00 0.00 571.73 5.94 0.00
C23 c 32.65 2.97 29.00 55.80 162.68 5.94 0.00
C24 c 38.59 20.78 3.00 0.00 569.94 5.94 0.00
C25 c 38.59 11.87 6.00 40.96 108.65 5.94 0.00
C26 c 26.72 17.81 17.00 0.00 580.63 5.94 0.00
C27 c 20.78 23.75 16.00 177.51 283.19 5.94 0.00
C28 c 24.34 21.97 16.00 0.00 583.60 5.94 0.00
C29 c 38.00 24.93 9.00 502.85 569.94 5.94 0.00
C30 c 23.75 35.62 21.00 0.00 572.32 5.94 0.00
C31 c 18.40 30.87 27.00 0.00 577.07 5.94 0.00
C32 c 20.78 40.96 23.00 0.00 567.57 5.94 0.00
C33 c 31.47 30.87 11.00 147.82 242.82 5.94 0.00
C34 c 38.59 32.65 14.00 0.00 565.79 5.94 0.00
C35 c 37.40 38.59 8.00 0.00 562.82 5.94 0.00
C36 c 1.19 35.62 5.00 488.60 562.82 5.94 0.00
C37 c 11.87 11.87 8.00 0.00 574.69 5.94 0.00
C38 c 2.97 2.97 16.00 0.00 562.23 5.94 0.00
C39 c 35.62 7.12 31.00 168.60 261.23 5.94 0.00
C40 c 23.75 14.84 9.00 0.00 580.63 5.94 0.00
C41 c 24.93 4.16 5.00 464.26 541.45 5.94 0.00
C42 c 14.25 7.12 5.00 0.00 572.32 5.94 0.00
C43 c 13.65 1.78 7.00 0.00 566.98 5.94 0.00
C44 c 6.53 8.31 18.00 0.00 568.76 5.94 0.00
C45 c 3.56 22.56 16.00 462.48 569.94 5.94 0.00
C46 c 1.19 28.50 1.00 34.43 115.18 5.94 0.00
C47 c 4.75 33.25 27.00 367.49 452.99 5.94 0.00
C48 c 7.72 30.87 36.00 0.00 571.13 5.94 0.00
C49 c 3.56 40.37 30.00 0.00 561.63 5.94 0.00
C50 c 27.90 27.90 13.00 300.99 355.62 5.94 0.00
C51 c 29.09 34.43 10.00 0.00 571.73 5.94 0.00
C52 c 16.03 25.53 9.00 0.00 580.63 5.94 0.00
C53 c 21.97 18.40 14.00 0.00 584.79 5.94 0.00
C54 c 33.84 17.22 18.00 13.65 85.50 5.94 0.00
C55 c 37.40 13.65 2.00 249.34 350.28 5.94 0.00
C56 c 31.47 7.12 6.00 0.00 569.94 5.94 0.00
C57 c 19.00 7.12 7.00 0.00 573.51 5.94 0.00
C58 c 21.37 15.44 18.00 0.00 581.82 5.94 0.00
C59 c 12.47 14.25 28.00 10.68 83.12 5.94 0.00
C60 c 10.09 20.19 3.00 349.68 428.05 5.94 0.00
C61 c 7.12 14.25 13.00 195.32 327.13 5.94 0.00
C62 c 14.25 34.43 19.00 498.69 572.32 5.94 0.00
C63 c 16.03 40.96 10.00 462.48 559.85 5.94 0.00
C64 c 8.91 45.71 9.00 426.86 487.42 5.94 0.00
C65 c 36.81 45.71 20.00 67.08 127.65 5.94 0.00
C66 c 29.09 43.34 25.00 357.39 446.46 5.94 0.00
C67 c 39.78 2.97 25.00 0.00 561.63 5.94 0.00
C68 c 33.25 23.15 36.00 0.00 574.69 5.94 0.00
C69 c 21.97 27.90 6.00 0.00 580.04 5.94 0.00
C70 c 21.97 33.25 5.00 0.00 574.69 5.94 0.00
C71 c 33.84 40.37 15.00 0.00 564.01 5.94 0.00
C72 c 27.90 9.50 25.00 0.00 574.10 5.94 0.00
C73 c 26.12 10.09 9.00 0.00 575.29 5.94 0.00
C74 c 27.31 7.72 8.00 0.00 572.91 5.94 0.00
