stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 37.72 47.14 0.00 0.00 3196.42 0.00 0.00
S0 f 37.72 47.14 0.00 0.00 3196.42 0.00 2.15
S1 f 68.83 49.03 0.00 0.00 3196.42 0.00 2.15
S2 f 84.86 51.86 0.00 0.00 3196.42 0.00 2.15
S3 f 51.86 74.49 0.00 0.00 3196.42 0.00 2.15
S4 f 65.06 83.92 0.00 0.00 3196.42 0.00 2.15
S5 f 30.17 75.43 0.00 0.00 3196.42 0.00 2.15
S6 f 36.77 90.52 0.00 0.00 3196.42 0.00 2.15
S7 f 21.69 75.43 0.00 0.00 3196.42 0.00 2.15
S8 f 3.77 78.26 0.00 0.00 3196.42 0.00 2.15
S9 f 16.97 54.69 0.00 0.00 3196.42 0.00 2.15
S10 f 0.94 52.80 0.00 0.00 3196.42 0.00 2.15
S11 f 12.26 29.23 0.00 0.00 3196.42 0.00 2.15
S12 f -4.71 35.83 0.00 0.00 3196.42 0.00 2.15
S13 f 24.52 34.89 0.00 0.00 3196.42 0.00 2.15
S14 f 26.40 12.26 0.00 0.00 3196.42 0.00 2.15
S15 f 36.77 29.23 0.00 0.00 3196.42 0.00 2.15
S16 f 45.26 10.37 0.00 0.00 3196.42 0.00 2.15
S17 f 55.63 16.03 0.00 0.00 3196.42 0.00 2.15
S18 f 68.83 21.69 0.00 0.00 3196.42 0.00 2.15
S19 f 69.77 30.17 0.00 0.00 3196.42 0.00 2.15
S20 f 84.86 41.49 0.00 0.00 3196.42 0.00 2.15
C1 c 49.03 70.72 10.00 929.69 1080.56 84.86 0.00
C2 c 42.43 66.00 30.00 1022.09 1172.97 84.86 0.00
C3 c 58.46 65.06 10.00 122.57 273.44 84.86 0.00
C4 c 56.57 62.23 10.00 33.94 184.81 84.86 0.00
C5 c 39.60 61.29 10.00 0.00 3096.47 84.86 0.00
C6 c 15.09 39.60 20.00 2398.72 2549.59 84.86 0.00
C7 c 54.69 66.00 20.00 211.20 362.08 84.86 0.00
C8 c 32.06 56.57 20.00 11.31 162.18 84.86 0.00
C9 c 26.40 66.00 10.00 205.55 356.42 84.86 0.00
C10 c 33.00 62.23 10.00 26.40 177.27 84.86 0.00
C11 c 33.00 65.06 10.00 114.09 264.96 84.86 0.00
C12 c 23.57 80.15 20.00 0.00 3074.78 84.86 0.00
C13 c 20.74 70.72 30.00 297.95 448.82 84.86 0.00
C14 c 20.74 80.15 10.00 566.67 717.55 84.86 0.00
C15 c 18.86 75.43 40.00 387.52 538.40 84.86 0.00
C16 c 18.86 80.15 40.00 653.42 804.29 84.86 0.00
C17 c 16.97 70.72 20.00 0.00 3079.50 84.86 0.00
C18 c 14.14 70.72 20.00 834.46 985.33 84.86 0.00
C19 c 14.14 75.43 10.00 0.00 3073.84 84.86 0.00
C20 c 28.29 47.14 10.00 2847.53 2998.41 84.86 0.00
C21 c 28.29 52.80 20.00 2949.37 3100.24 84.86 0.00
C22 c 26.40 49.03 20.00 2934.28 3085.15 84.86 0.00
C23 c 13.20 62.23 10.00 1108.84 1259.71 84.86 0.00
C24 c 23.57 47.14 10.00 2757.96 2908.83 84.86 0.00
C25 c 20.74 62.23 40.00 1016.43 1167.31 84.86 0.00
C26 c 7.54 58.46 10.00 0.00 3078.55 84.86 0.00
C27 c 21.69 49.03 10.00 2670.27 2821.14 84.86 0.00
C28 c 3.77 51.86 20.00 1502.03 1652.90 84.86 0.00
C29 c 18.86 47.14 10.00 2491.12 2641.99 84.86 0.00
C30 c 18.86 51.86 10.00 2580.70 2731.57 84.86 0.00
C31 c 9.43 33.00 20.00 2130.94 2281.81 84.86 0.00
C32 c 9.43 37.72 30.00 2307.26 2458.13 84.86 0.00
C33 c 7.54 37.72 40.00 2220.51 2371.38 84.86 0.00
C34 c 7.54 42.43 20.00 0.00 3080.44 84.86 0.00
C35 c 4.71 33.00 10.00 2041.36 2192.23 84.86 0.00
C36 c 4.71 42.43 10.00 1684.95 1835.82 84.86 0.00
C37 c 1.89 37.72 20.00 1950.84 2101.72 84.86 0.00
C38 c 0.00 37.72 30.00 1864.10 2014.97 84.86 0.00
C39 c 0.00 42.43 20.00 1774.52 1925.39 84.86 0.00
C40 c 33.94 16.97 10.00 912.72 1063.59 84.86 0.00
C41 c 33.00 30.17 10.00 0.00 3093.64 84.86 0.00
C42 c 31.12 30.17 20.00 0.00 3092.70 84.86 0.00
C43 c 31.12 33.00 10.00 25.45 176.33 84.86 0.00
C44 c 30.17 18.86 10.00 824.08 974.96 84.86 0.00
C45 c 28.29 28.29 10.00 643.05 793.92 84.86 0.00
C46 c 32.06 23.57 30.00 0.00 3087.04 84.86 0.00
C47 c 28.29 33.00 10.00 289.46 440.34 84.86 0.00
C48 c 33.94 37.72 10.00 10.37 161.24 84.86 0.00
C49 c 45.26 18.86 10.00 0.00 3081.38 84.86 0.00
C50 c 24.52 30.17 10.00 0.00 3089.87 84.86 0.00
C51 c 23.57 28.29 10.00 553.47 704.35 84.86 0.00
C52 c 23.57 33.00 10.00 379.04 529.91 84.86 0.00
C53 c 41.49 4.71 20.00 1575.57 1726.44 84.86 0.00
C54 c 39.60 9.43 40.00 1665.15 1816.02 84.86 0.00
C55 c 39.60 14.14 10.00 1754.72 1905.59 84.86 0.00
C56 c 37.72 4.71 30.00 0.00 3069.12 84.86 0.00
C57 c 35.83 14.14 40.00 0.00 3077.61 84.86 0.00
C58 c 35.83 4.71 30.00 0.00 3068.18 84.86 0.00
C59 c 35.83 9.43 10.00 1221.99 1372.86 84.86 0.00
C60 c 33.00 4.71 20.00 0.00 3068.18 84.86 0.00
C61 c 47.14 28.29 10.00 2205.42 2356.30 84.86 0.00
C62 c 47.14 33.00 20.00 0.00 3093.64 84.86 0.00
C63 c 47.14 37.72 50.00 1800.92 1951.80 84.86 0.00
C64 c 45.26 28.29 10.00 0.00 3090.81 84.86 0.00
C65 c 41.49 23.57 10.00 1938.58 2089.46 84.86 0.00
C66 c 44.32 33.00 10.00 2558.07 2708.94 84.86 0.00
C67 c 44.32 37.72 10.00 1888.61 2039.48 84.86 0.00
C68 c 39.60 28.29 10.00 0.00 3091.75 84.86 0.00
C69 c 42.43 33.00 10.00 2644.81 2795.69 84.86 0.00
C70 c 89.57 28.29 30.00 975.89 1126.76 84.86 0.00
C71 c 89.57 33.00 20.00 886.32 1037.19 84.86 0.00
C72 c 49.97 28.29 10.00 2293.11 2443.99 84.86 0.00
C73 c 86.75 28.29 10.00 0.00 3058.75 84.86 0.00
C74 c 49.97 33.00 50.00 0.00 3092.70 84.86 0.00
C75 c 42.43 61.29 20.00 1111.67 1262.54 84.86 0.00
C76 c 84.86 33.00 10.00 796.74 947.61 84.86 0.00
C77 c 67.89 42.43 10.00 0.00 3080.44 84.86 0.00
C78 c 73.55 37.72 20.00 1429.42 1580.30 84.86 0.00
C79 c 82.03 28.29 10.00 1246.50 1397.37 84.86 0.00
C80 c 80.15 23.57 10.00 1156.93 1307.80 84.86 0.00
C81 c 80.15 33.00 30.00 1336.08 1486.95 84.86 0.00
C82 c 70.72 51.86 20.00 478.99 629.86 84.86 0.00
C83 c 67.89 51.86 10.00 391.30 542.17 84.86 0.00
C84 c 66.00 54.69 20.00 302.66 453.54 84.86 0.00
C85 c 81.09 43.37 30.00 700.57 851.44 84.86 0.00
C86 c 62.23 51.86 10.00 213.09 363.96 84.86 0.00
C87 c 60.35 43.37 20.00 0.00 3087.98 84.86 0.00
C88 c 61.29 56.57 30.00 123.51 274.39 84.86 0.00
C89 c 52.80 60.35 10.00 20.74 171.61 84.86 0.00
C90 c 56.57 51.86 10.00 19.80 170.67 84.86 0.00
C91 c 56.57 56.57 10.00 0.00 3089.87 84.86 0.00
C92 c 63.17 80.15 20.00 568.56 719.43 84.86 0.00
C93 c 39.60 54.69 40.00 1290.82 1441.69 84.86 0.00
C94 c 61.29 77.32 10.00 479.93 630.80 84.86 0.00
C95 c 58.46 75.43 30.00 0.00 3075.73 84.86 0.00
C96 c 58.46 37.72 10.00 1704.75 1855.62 84.86 0.00
C97 c 56.57 80.15 30.00 660.02 810.89 84.86 0.00
C98 c 54.69 70.72 20.00 300.78 451.65 84.86 0.00
C99 c 51.86 75.43 10.00 839.17 990.04 84.86 0.00
C100 c 51.86 80.15 20.00 0.00 3074.78 84.86 0.00

id name type capacity fuel battery energy cost 
1 Small|ICEV ICEV 350.00 0.19 0.00 0.00 153.00
2 Medium|ICEV ICEV 525.00 0.24 0.00 0.00 159.00
3 Large|ICEV ICEV 700.00 0.30 0.00 0.00 169.00
4 Small|PHEV PHEV 350.00 0.22 29.58 0.71 159.00
5 Medium|PHEV PHEV 525.00 0.28 42.25 0.88 166.00
6 Large|PHEV PHEV 700.00 0.32 54.93 0.95 178.00
7 Small|BEV BEV 350.00 0.00 84.51 0.76 159.00
8 Medium|BEV BEV 525.00 0.00 101.41 0.93 167.00
9 Large|BEV BEV 700.00 0.00 118.31 1.00 179.00

costOf value
fossil-fuel 2.0
electricity 0.3
