stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 20.78 20.78 0.00 0.00 593.79 0.00 0.00
S0 f 20.78 20.78 0.00 0.00 593.79 0.00 0.10
S1 f 36.22 21.97 0.00 0.00 593.79 0.00 0.10
S2 f 43.94 23.16 0.00 0.00 593.79 0.00 0.10
S3 f 27.91 33.85 0.00 0.00 593.79 0.00 0.10
S4 f 33.85 38.60 0.00 0.00 593.79 0.00 0.10
S5 f 17.22 35.03 0.00 0.00 593.79 0.00 0.10
S6 f 20.19 42.16 0.00 0.00 593.79 0.00 0.10
S7 f 13.06 34.44 0.00 0.00 593.79 0.00 0.10
S8 f 4.16 36.22 0.00 0.00 593.79 0.00 0.10
S9 f 10.69 24.35 0.00 0.00 593.79 0.00 0.10
S10 f 2.97 23.16 0.00 0.00 593.79 0.00 0.10
S11 f 8.31 11.88 0.00 0.00 593.79 0.00 0.10
S12 f 0.00 15.44 0.00 0.00 593.79 0.00 0.10
S13 f 14.25 14.84 0.00 0.00 593.79 0.00 0.10
S14 f 15.44 3.56 0.00 0.00 593.79 0.00 0.10
S15 f 20.19 11.88 0.00 0.00 593.79 0.00 0.10
S16 f 24.35 2.97 0.00 0.00 593.79 0.00 0.10
S17 f 29.69 5.34 0.00 0.00 593.79 0.00 0.10
S18 f 36.22 8.31 0.00 0.00 593.79 0.00 0.10
S19 f 36.81 12.47 0.00 0.00 593.79 0.00 0.10
S20 f 43.94 17.81 0.00 0.00 593.79 0.00 0.10
C1 c 24.35 29.10 10.00 9.50 112.82 5.94 0.00
C2 c 20.78 10.09 7.00 10.68 336.68 5.94 0.00
C3 c 32.66 26.72 13.00 36.22 574.19 5.94 0.00
C4 c 32.66 11.88 19.00 431.67 508.88 5.94 0.00
C5 c 8.91 17.81 26.00 12.46 384.18 5.94 0.00
C6 c 14.84 17.81 3.00 204.26 546.28 5.94 0.00
C7 c 11.88 29.69 5.00 13.06 94.42 5.94 0.00
C8 c 5.94 25.53 9.00 16.03 257.71 5.94 0.00
C9 c 32.66 35.63 16.00 220.29 526.69 5.94 0.00
C10 c 17.81 35.63 16.00 289.17 468.50 5.94 0.00
C11 c 11.88 38.60 12.00 337.86 565.88 5.94 0.00
C12 c 29.69 20.78 19.00 480.96 578.35 5.94 0.00
