stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 16.38 16.38 0.00 0.00 468.05 0.00 0.00
S0 f 16.38 16.38 0.00 0.00 468.05 0.00 0.06
S1 f 28.55 17.32 0.00 0.00 468.05 0.00 0.06
S2 f 34.64 18.25 0.00 0.00 468.05 0.00 0.06
S3 f 22.00 26.68 0.00 0.00 468.05 0.00 0.06
S4 f 26.68 30.42 0.00 0.00 468.05 0.00 0.06
S5 f 13.57 27.61 0.00 0.00 468.05 0.00 0.06
S6 f 15.91 33.23 0.00 0.00 468.05 0.00 0.06
S7 f 10.30 27.15 0.00 0.00 468.05 0.00 0.06
S8 f 3.28 28.55 0.00 0.00 468.05 0.00 0.06
S9 f 8.42 19.19 0.00 0.00 468.05 0.00 0.06
S10 f 2.34 18.25 0.00 0.00 468.05 0.00 0.06
S11 f 6.55 9.36 0.00 0.00 468.05 0.00 0.06
S12 f 0.00 12.17 0.00 0.00 468.05 0.00 0.06
S13 f 11.23 11.70 0.00 0.00 468.05 0.00 0.06
S14 f 12.17 2.81 0.00 0.00 468.05 0.00 0.06
S15 f 15.91 9.36 0.00 0.00 468.05 0.00 0.06
S16 f 19.19 2.34 0.00 0.00 468.05 0.00 0.06
S17 f 23.40 4.21 0.00 0.00 468.05 0.00 0.06
S18 f 28.55 6.55 0.00 0.00 468.05 0.00 0.06
S19 f 29.02 9.83 0.00 0.00 468.05 0.00 0.06
S20 f 34.64 14.04 0.00 0.00 468.05 0.00 0.06
C1 c 19.19 22.93 10.00 7.48 47.75 4.68 0.00
C2 c 16.38 7.96 7.00 8.42 77.70 4.68 0.00
C3 c 25.74 21.06 13.00 344.94 442.31 4.68 0.00
C4 c 25.74 9.36 19.00 0.00 451.67 4.68 0.00
C5 c 7.02 14.04 26.00 9.82 85.19 4.68 0.00
C6 c 11.70 14.04 3.00 260.23 331.38 4.68 0.00
C7 c 9.36 23.40 5.00 14.97 51.49 4.68 0.00
C8 c 4.68 20.13 9.00 0.00 450.73 4.68 0.00
C9 c 25.74 28.08 16.00 261.16 327.64 4.68 0.00
C10 c 14.04 28.08 16.00 273.80 323.42 4.68 0.00
C11 c 9.36 30.42 12.00 0.00 447.46 4.68 0.00
C12 c 23.40 16.38 19.00 397.83 437.16 4.68 0.00
C13 c 14.04 11.70 23.00 5.61 62.25 4.68 0.00
C14 c 7.02 4.68 20.00 81.43 142.29 4.68 0.00
C15 c 14.04 2.34 8.00 402.98 448.86 4.68 0.00
C16 c 4.68 9.36 19.00 246.65 311.25 4.68 0.00
C17 c 2.34 14.04 2.00 0.00 448.86 4.68 0.00
