stringID type x y demand readytime duedate servicetime rechargingrate 
D0 d 37.92 47.41 0.00 0.00 3214.07 0.00 0.00
S0 f 37.92 47.41 0.00 0.00 3214.07 0.00 2.17
S1 f 69.21 49.30 0.00 0.00 3214.07 0.00 2.17
S2 f 85.33 52.15 0.00 0.00 3214.07 0.00 2.17
S3 f 52.15 74.90 0.00 0.00 3214.07 0.00 2.17
S4 f 65.42 84.38 0.00 0.00 3214.07 0.00 2.17
S5 f 30.34 75.85 0.00 0.00 3214.07 0.00 2.17
S6 f 36.98 91.02 0.00 0.00 3214.07 0.00 2.17
S7 f 21.81 75.85 0.00 0.00 3214.07 0.00 2.17
S8 f 3.79 78.69 0.00 0.00 3214.07 0.00 2.17
S9 f 17.07 54.99 0.00 0.00 3214.07 0.00 2.17
S10 f 0.95 53.09 0.00 0.00 3214.07 0.00 2.17
S11 f 12.33 29.39 0.00 0.00 3214.07 0.00 2.17
S12 f -4.74 36.03 0.00 0.00 3214.07 0.00 2.17
S13 f 24.65 35.08 0.00 0.00 3214.07 0.00 2.17
S14 f 26.55 12.33 0.00 0.00 3214.07 0.00 2.17
S15 f 36.98 29.39 0.00 0.00 3214.07 0.00 2.17
S16 f 45.51 10.43 0.00 0.00 3214.07 0.00 2.17
S17 f 55.94 16.12 0.00 0.00 3214.07 0.00 2.17
S18 f 69.21 21.81 0.00 0.00 3214.07 0.00 2.17
S19 f 70.16 30.34 0.00 0.00 3214.07 0.00 2.17
S20 f 85.33 41.72 0.00 0.00 3214.07 0.00 2.17
C1 c 49.30 71.11 10.00 683.58 1337.78 85.33 0.00
C2 c 42.66 66.37 30.00 893.11 1314.08 85.33 0.00
C3 c 58.78 65.42 10.00 28.44 842.87 85.33 0.00
C4 c 56.89 62.57 10.00 24.65 933.89 85.33 0.00
C5 c 39.82 61.63 10.00 760.37 1803.30 85.33 0.00
C6 c 15.17 39.82 20.00 2212.87 2762.78 85.33 0.00
C7 c 54.99 66.37 20.00 25.59 669.37 85.33 0.00
C8 c 32.24 56.89 20.00 11.37 813.48 85.33 0.00
C9 c 26.55 66.37 10.00 22.75 1238.23 85.33 0.00
C10 c 33.18 62.57 10.00 16.11 767.97 85.33 0.00
C11 c 33.18 65.42 10.00 18.96 921.56 85.33 0.00
C12 c 23.70 80.59 20.00 373.55 741.42 85.33 0.00
C13 c 20.86 71.11 30.00 30.33 720.56 85.33 0.00
C14 c 20.86 80.59 10.00 295.80 995.51 85.33 0.00
C15 c 18.96 75.85 40.00 391.56 539.48 85.33 0.00
C16 c 18.96 80.59 40.00 468.36 997.41 85.33 0.00
C17 c 17.07 71.11 20.00 457.93 1548.26 85.33 0.00
C18 c 14.22 71.11 20.00 847.60 982.24 85.33 0.00
C19 c 14.22 75.85 10.00 561.27 1088.43 85.33 0.00
C20 c 28.44 47.41 10.00 2557.03 3119.26 85.33 0.00
C21 c 28.44 53.09 20.00 2489.71 3117.37 85.33 0.00
C22 c 26.55 49.30 20.00 2567.46 3116.42 85.33 0.00
C23 c 13.27 62.57 10.00 948.10 1433.54 85.33 0.00
C24 c 23.70 47.41 10.00 2349.39 3114.52 85.33 0.00
C25 c 20.86 62.57 40.00 607.73 1588.08 85.33 0.00
C26 c 7.58 58.78 10.00 833.38 1734.09 85.33 0.00
C27 c 21.81 49.30 10.00 2653.73 2868.02 85.33 0.00
C28 c 3.79 52.15 20.00 1121.60 2050.75 85.33 0.00
C29 c 18.96 47.41 10.00 2412.92 2748.56 85.33 0.00
C30 c 18.96 52.15 10.00 2488.77 2852.85 85.33 0.00
C31 c 9.48 33.18 20.00 2056.43 2380.69 85.33 0.00
C32 c 9.48 37.92 30.00 2010.92 2780.79 85.33 0.00
C33 c 7.58 37.92 40.00 1712.27 2904.99 85.33 0.00
C34 c 7.58 42.66 20.00 1545.40 1818.47 85.33 0.00
C35 c 4.74 33.18 10.00 1698.05 2558.93 85.33 0.00
C36 c 4.74 42.66 10.00 1369.06 2171.16 85.33 0.00
C37 c 1.90 37.92 20.00 1897.15 2177.80 85.33 0.00
C38 c 0.00 37.92 30.00 1649.69 2250.80 85.33 0.00
C39 c 0.00 42.66 20.00 1494.21 2226.15 85.33 0.00
C40 c 34.13 17.07 10.00 755.63 1231.59 85.33 0.00
C41 c 33.18 30.34 10.00 18.01 593.52 85.33 0.00
C42 c 31.29 30.34 20.00 120.40 433.29 85.33 0.00
C43 c 31.29 33.18 10.00 16.11 592.57 85.33 0.00
C44 c 30.34 18.96 10.00 581.18 1227.80 85.33 0.00
C45 c 28.44 28.44 10.00 516.71 928.20 85.33 0.00
C46 c 32.24 23.70 30.00 465.51 1161.43 85.33 0.00
C47 c 28.44 33.18 10.00 140.31 593.52 85.33 0.00
C48 c 34.13 37.92 10.00 10.42 514.82 85.33 0.00
C49 c 45.51 18.96 10.00 1612.72 2253.65 85.33 0.00
C50 c 24.65 30.34 10.00 366.91 723.41 85.33 0.00
C51 c 23.70 28.44 10.00 255.03 1009.73 85.33 0.00
C52 c 23.70 33.18 10.00 167.81 746.16 85.33 0.00
C53 c 41.72 4.74 20.00 1164.27 2155.99 85.33 0.00
C54 c 39.82 9.48 40.00 1498.00 2002.40 85.33 0.00
C55 c 39.82 14.22 10.00 1578.59 2101.95 85.33 0.00
C56 c 37.92 4.74 30.00 1288.47 1853.55 85.33 0.00
C57 c 36.03 14.22 40.00 722.45 1706.59 85.33 0.00
C58 c 36.03 4.74 30.00 1135.82 1831.74 85.33 0.00
C59 c 36.03 9.48 10.00 1045.75 1563.43 85.33 0.00
C60 c 33.18 4.74 20.00 1150.99 1640.22 85.33 0.00
C61 c 47.41 28.44 10.00 1655.38 2931.54 85.33 0.00
C62 c 47.41 33.18 20.00 2274.49 2845.26 85.33 0.00
C63 c 47.41 37.92 50.00 1461.97 2311.48 85.33 0.00
C64 c 45.51 28.44 10.00 1888.62 2523.85 85.33 0.00
C65 c 41.72 23.70 10.00 1568.16 2482.14 85.33 0.00
C66 c 44.56 33.18 10.00 2344.65 2951.45 85.33 0.00
C67 c 44.56 37.92 10.00 1480.93 2468.86 85.33 0.00
C68 c 39.82 28.44 10.00 1735.97 2494.46 85.33 0.00
C69 c 42.66 33.18 10.00 2282.08 3113.57 85.33 0.00
C70 c 90.07 28.44 30.00 855.18 1259.09 85.33 0.00
C71 c 90.07 33.18 20.00 646.60 1287.53 85.33 0.00
C72 c 50.25 28.44 10.00 2229.93 2533.34 85.33 0.00
C73 c 87.23 28.44 10.00 655.13 1635.48 85.33 0.00
C74 c 50.25 33.18 50.00 2132.28 2811.13 85.33 0.00
C75 c 42.66 61.63 20.00 692.11 1695.21 85.33 0.00
C76 c 85.33 33.18 10.00 535.67 1218.32 85.33 0.00
C77 c 68.26 42.66 10.00 1233.48 1978.70 85.33 0.00
C78 c 73.95 37.92 20.00 1159.52 1866.82 85.33 0.00
C79 c 82.48 28.44 10.00 1033.43 1625.05 85.33 0.00
C80 c 80.59 23.70 10.00 1052.39 1425.95 85.33 0.00
